province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,37.6,27.1,21.6
11,สมุทรปราการ,32.8,27.8,22.3
13,ปทุมธานี,37.8,25.6,21.5
14,พระนครศรีอยุธยา,36.8,25.3,18.0
16,ลพบุรี,39.9,24.6,17.0
18,ชัยนาท,36.2,24.1,19.5
20,ชลบุรี,38.2,26.5,21.8
21,ระยอง,35.0,27.1,22.4
22,จันทบุรี,35.9,25.6,22.6
23,ตราด,,25.7,23.0
24,ฉะเชิงเทรา,38.1,23.5,18.9
25,ปราจีนบุรี,37.6,25.3,19.9
27,สระแก้ว,38.0,25.0,19.9
30,นครราชสีมา,38.6,23.1,17.4
31,บุรีรัมย์,38.5,22.9,15.6
32,สุรินทร์,38.1,23.7,16.2
33,ศรีสะเกษ,37.8,22.8,17.2
34,อุบลราชธานี,38.3,22.9,17.0
36,ชัยภูมิ,38.5,23.2,18.2
40,ขอนแก่น,38.1,21.9,15.0
41,อุดรธานี,38.7,21.4,16.4
42,เลย,40.5,19.5,13.0
43,หนองคาย,38.2,22.5,17.2
44,มหาสารคาม,38.4,22.4,16.5
45,ร้อยเอ็ด,38.2,22.9,17.2
46,กาฬสินธุ์,37.5,22.0,15.1
47,สกลนคร,38.0,21.7,15.0
48,นครพนม,37.4,22.6,14.5
49,มุกดาหาร,38.8,22.4,15.0
50,เชียงใหม่,37.8,17.3,11.5
51,ลำพูน,38.8,17.5,14.0
52,ลำปาง,39.4,18.7,13.0
53,อุตรดิตถ์,38.5,22.2,17.5
54,แพร่,37.4,19.8,14.9
55,น่าน,38.2,17.4,11.4
56,พะเยา,37.2,18.0,13.2
57,เชียงราย,36.6,15.8,12.8
58,แม่ฮ่องสอน,39.0,15.5,11.0
60,นครสวรรค์,38.8,24.5,18.3
62,กำแพงเพชร,38.0,22.1,16.7
63,ตาก,39.4,19.0,9.7
64,สุโขทัย,37.2,22.2,17.5
65,พิษณุโลก,36.6,22.8,16.0
66,พิจิตร,36.3,23.2,19.0
67,เพชรบูรณ์,39.1,22.3,16.1
70,ราชบุรี,37.4,23.4,19.6
71,กาญจนบุรี,39.0,23.3,16.5
72,สุพรรณบุรี,37.5,24.7,19.2
73,นครปฐม,37.7,23.9,17.4
76,เพชรบุรี,33.1,26.2,19.3
77,ประจวบคีรีขันธ์,38.0,24.3,19.0
80,นครศรีธรรมราช,36.3,23.2,20.8
81,กระบี่,36.6,25.8,23.2
82,พังงา,35.9,24.1,22.2
83,ภูเก็ต,38.5,26.1,22.3
84,สุราษฎร์ธานี,38.5,24.5,20.3
85,ระนอง,35.8,24.6,23.0
86,ชุมพร,35.2,24.3,22.0
90,สงขลา,36.1,24.7,21.2
91,สตูล,37.2,25.2,22.2
92,ตรัง,36.3,24.5,22.2
93,พัทลุง,33.1,25.0,22.1
94,ปัตตานี,35.3,24.0,21.6
95,ยะลา,36.0,23.5,21.6
96,นราธิวาส,34.2,24.9,22.6
