province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,34.7,23.7,18.5
11,สมุทรปราการ,31.7,25.3,19.7
13,ปทุมธานี,34.2,22.2,18.0
14,พระนครศรีอยุธยา,34.4,22.0,17.5
16,ลพบุรี,33.6,21.2,14.9
18,ชัยนาท,32.6,21.0,17.3
20,ชลบุรี,35.5,23.2,16.8
21,ระยอง,34.1,22.5,16.6
22,จันทบุรี,34.5,22.5,16.7
23,ตราด,35.4,23.8,18.8
24,ฉะเชิงเทรา,34.0,19.8,15.0
25,ปราจีนบุรี,33.9,21.7,16.2
27,สระแก้ว,34.2,20.8,15.8
30,นครราชสีมา,32.2,19.4,14.1
31,บุรีรัมย์,32.7,18.7,13.0
32,สุรินทร์,33.7,19.4,13.0
33,ศรีสะเกษ,33.8,19.6,14.8
34,อุบลราชธานี,34.5,19.0,14.4
36,ชัยภูมิ,32.0,19.9,13.4
40,ขอนแก่น,34.6,18.2,11.3
41,อุดรธานี,33.7,18.0,11.3
42,เลย,32.7,17.7,9.2
43,หนองคาย,33.5,18.8,12.0
44,มหาสารคาม,33.0,18.9,12.8
45,ร้อยเอ็ด,33.3,18.5,13.6
46,กาฬสินธุ์,32.7,17.8,12.5
47,สกลนคร,32.9,17.5,10.7
48,นครพนม,32.9,17.8,11.1
49,มุกดาหาร,32.5,18.4,14.0
50,เชียงใหม่,33.5,17.4,7.0
51,ลำพูน,32.9,19.6,15.0
52,ลำปาง,34.6,19.0,13.0
53,อุตรดิตถ์,35.0,20.8,16.6
54,แพร่,34.0,19.3,13.6
55,น่าน,34.1,17.9,11.6
56,พะเยา,32.8,19.2,12.0
57,เชียงราย,31.8,18.8,12.0
58,แม่ฮ่องสอน,34.3,19.9,15.0
60,นครสวรรค์,33.5,21.1,15.7
62,กำแพงเพชร,33.7,20.4,16.0
63,ตาก,34.5,18.0,10.1
64,สุโขทัย,33.7,21.4,16.0
65,พิษณุโลก,33.6,20.6,15.1
66,พิจิตร,34.2,21.3,16.8
67,เพชรบูรณ์,34.7,19.8,14.2
70,ราชบุรี,33.5,21.4,17.2
71,กาญจนบุรี,34.3,20.5,15.6
72,สุพรรณบุรี,33.6,21.5,16.8
73,นครปฐม,32.8,21.0,16.4
76,เพชรบุรี,33.5,23.1,17.6
77,ประจวบคีรีขันธ์,33.2,22.8,16.2
80,นครศรีธรรมราช,33.0,23.0,18.2
81,กระบี่,34.2,23.9,22.0
82,พังงา,32.5,23.9,20.0
83,ภูเก็ต,33.6,24.9,21.2
84,สุราษฎร์ธานี,33.2,23.7,19.0
85,ระนอง,32.6,23.6,19.1
86,ชุมพร,33.0,22.7,18.8
90,สงขลา,33.0,23.9,19.7
91,สตูล,33.6,24.6,21.5
92,ตรัง,32.9,24.0,20.9
93,พัทลุง,31.5,23.8,21.5
94,ปัตตานี,32.3,23.5,20.0
95,ยะลา,33.0,23.2,21.0
96,นราธิวาส,31.5,24.0,21.5
