province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,38.0,28.8,26.8
11,สมุทรปราการ,33.3,30.1,28.7
13,ปทุมธานี,37.3,28.3,26.2
14,พระนครศรีอยุธยา,35.5,27.0,24.0
16,ลพบุรี,37.4,27.0,24.6
18,ชัยนาท,36.0,26.7,25.5
20,ชลบุรี,38.6,28.6,25.9
21,ระยอง,34.8,27.8,26.4
22,จันทบุรี,33.9,27.3,25.8
23,ตราด,33.6,26.6,24.9
24,ฉะเชิงเทรา,36.8,26.3,24.2
25,ปราจีนบุรี,36.6,27.2,25.1
27,สระแก้ว,36.9,27.4,25.2
30,นครราชสีมา,37.2,26.7,23.1
31,บุรีรัมย์,36.8,27.4,23.7
32,สุรินทร์,35.8,27.1,24.4
33,ศรีสะเกษ,34.8,27.3,24.8
34,อุบลราชธานี,34.8,26.7,24.4
36,ชัยภูมิ,36.4,26.6,24.4
40,ขอนแก่น,36.2,26.2,24.0
41,อุดรธานี,36.1,26.6,25.1
42,เลย,35.8,25.4,24.0
43,หนองคาย,36.3,26.7,24.8
44,มหาสารคาม,36.0,26.8,24.0
45,ร้อยเอ็ด,35.4,27.1,24.7
46,กาฬสินธุ์,35.8,27.5,23.0
47,สกลนคร,35.0,27.0,24.3
48,นครพนม,34.5,27.4,25.5
49,มุกดาหาร,36.0,27.0,24.0
50,เชียงใหม่,36.6,22.9,17.0
51,ลำพูน,38.0,26.5,25.7
52,ลำปาง,39.2,25.9,23.2
53,อุตรดิตถ์,39.7,26.8,25.6
54,แพร่,37.8,26.6,24.7
55,น่าน,37.7,25.4,23.4
56,พะเยา,36.0,26.0,24.0
57,เชียงราย,35.3,26.0,24.5
58,แม่ฮ่องสอน,36.3,25.7,22.7
60,นครสวรรค์,36.4,26.8,24.7
62,กำแพงเพชร,37.0,27.1,26.3
63,ตาก,38.3,24.9,20.1
64,สุโขทัย,36.6,27.0,25.5
65,พิษณุโลก,36.5,27.0,24.5
66,พิจิตร,35.6,27.4,25.0
67,เพชรบูรณ์,37.5,26.5,23.6
70,ราชบุรี,37.7,26.4,25.0
71,กาญจนบุรี,38.1,26.9,24.0
72,สุพรรณบุรี,37.2,27.4,25.0
73,นครปฐม,37.0,27.0,26.0
76,เพชรบุรี,35.2,27.6,26.1
77,ประจวบคีรีขันธ์,37.7,27.1,23.8
80,นครศรีธรรมราช,35.3,24.9,23.5
81,กระบี่,34.4,26.4,24.0
82,พังงา,32.6,26.1,24.5
83,ภูเก็ต,35.3,27.9,25.5
84,สุราษฎร์ธานี,37.3,25.8,23.4
85,ระนอง,34.1,25.8,24.5
86,ชุมพร,35.7,26.9,25.7
90,สงขลา,35.4,25.5,23.2
91,สตูล,32.3,25.1,24.0
92,ตรัง,33.9,25.4,24.0
93,พัทลุง,35.3,25.8,24.8
94,ปัตตานี,34.8,25.1,23.8
95,ยะลา,35.0,25.1,24.0
96,นราธิวาส,34.5,25.0,23.5
