province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,32.8,23.3,22.5
11,สมุทรปราการ,30.8,22.8,20.2
13,ปทุมธานี,31.8,21.5,21.0
14,พระนครศรีอยุธยา,31.4,19.8,18.9
16,ลพบุรี,30.4,19.0,17.0
18,ชัยนาท,30.1,20.2,20.1
20,ชลบุรี,33.0,23.3,19.7
21,ระยอง,31.5,22.9,21.5
22,จันทบุรี,32.5,22.1,20.9
23,ตราด,ไม่มีผลการตรวจวัด,22.2,21.8
24,ฉะเชิงเทรา,31.3,18.5,18.5
25,ปราจีนบุรี,32.5,20.5,19.6
26,นครนายก,23.4,16.2,12.9
27,สระแก้ว,31.0,20.8,19.6
30,นครราชสีมา,29.3,19.2,15.3
31,บุรีรัมย์,29.2,17.7,16.3
32,สุรินทร์,30.0,17.9,16.6
33,ศรีสะเกษ,29.5,18.6,18.5
34,อุบลราชธานี,30.7,17.7,16.4
35,ยโสธร,29.3,17.4,17.0
36,ชัยภูมิ,29.4,18.8,18.4
37,อำนาจเจริญ,28.8,16.4,16.1
38,บึงกาฬ,28.5,15.5,14.8
39,หนองบัวลำภู,28.7,15.9,15.7
40,ขอนแก่น,30.5,17.3,15.5
41,อุดรธานี,29.2,16.7,16.3
42,เลย,28.6,15.6,15.0
43,หนองคาย,29.0,19.0,18.5
44,มหาสารคาม,30.0,18.0,17.0
45,ร้อยเอ็ด,30.0,17.4,15.7
46,กาฬสินธุ์,29.8,17.2,16.6
47,สกลนคร,29.3,16.9,14.9
48,นครพนม,29.1,16.7,14.6
49,มุกดาหาร,29.3,18.0,17.2
50,เชียงใหม่,30.0,17.8,14.8
51,ลำพูน,29.5,20.0,18.0
52,ลำปาง,31.3,18.0,16.5
53,อุตรดิตถ์,31.6,20.0,19.8
54,แพร่,30.8,18.4,16.9
55,น่าน,29.5,17.8,16.2
56,พะเยา,29.2,18.3,17.1
57,เชียงราย,27.8,16.5,15.5
58,แม่ฮ่องสอน,32.0,20.8,19.8
60,นครสวรรค์,30.2,20.5,18.9
61,อุทัยธานี,30.1,20.5,19.6
62,กำแพงเพชร,30.4,19.2,18.2
63,ตาก,30.7,16.7,9.0
64,สุโขทัย,30.2,20.2,19.8
65,พิษณุโลก,30.2,19.4,18.9
66,พิจิตร,30.1,20.5,20.3
67,เพชรบูรณ์,31.5,18.2,17.1
70,ราชบุรี,29.6,20.5,19.8
71,กาญจนบุรี,31.0,19.3,17.7
72,สุพรรณบุรี,29.7,19.7,17.4
73,นครปฐม,29.0,18.5,18.2
75,สมุทรสงคราม,30.0,21.3,ไม่มีผลการตรวจวัด
76,เพชรบุรี,30.6,21.8,19.5
77,ประจวบคีรีขันธ์,31.5,22.0,19.0
80,นครศรีธรรมราช,31.0,25.0,24.4
81,กระบี่,32.2,25.0,24.5
82,พังงา,32.1,24.5,24.0
83,ภูเก็ต,33.0,25.7,24.5
84,สุราษฎร์ธานี,31.1,24.6,23.0
85,ระนอง,30.5,23.4,23.2
86,ชุมพร,29.7,21.9,21.4
90,สงขลา,29.0,24.7,23.8
91,สตูล,30.0,25.3,24.9
92,ตรัง,30.4,25.2,24.8
93,พัทลุง,30.0,25.0,25.0
94,ปัตตานี,28.6,25.0,23.9
95,ยะลา,26.2,24.4,23.9
96,นราธิวาส,27.0,24.4,23.1
