province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,40.1,28.9,24.7
11,สมุทรปราการ,34.7,29.8,24.0
13,ปทุมธานี,41.5,28.3,25.0
14,พระนครศรีอยุธยา,40.0,27.7,23.1
16,ลพบุรี,42.6,27.7,24.0
18,ชัยนาท,40.6,28.0,25.0
20,ชลบุรี,39.0,28.9,24.0
21,ระยอง,37.2,28.1,23.0
22,จันทบุรี,37.5,26.9,23.6
23,ตราด,,27.5,24.1
24,ฉะเชิงเทรา,40.0,26.1,23.5
25,ปราจีนบุรี,41.6,27.6,24.2
27,สระแก้ว,42.0,27.6,24.3
30,นครราชสีมา,42.7,27.1,21.5
31,บุรีรัมย์,41.9,27.2,23.0
32,สุรินทร์,42.3,27.7,23.0
33,ศรีสะเกษ,42.8,27.7,23.8
34,อุบลราชธานี,42.3,27.6,23.1
36,ชัยภูมิ,42.3,27.1,22.7
40,ขอนแก่น,42.8,27.2,23.1
41,อุดรธานี,43.4,27.7,23.8
42,เลย,43.8,25.4,21.4
43,หนองคาย,42.8,27.6,23.0
44,มหาสารคาม,42.6,28.1,23.3
45,ร้อยเอ็ด,42.7,27.8,23.3
46,กาฬสินธุ์,42.9,27.9,23.2
47,สกลนคร,42.2,27.8,23.7
48,นครพนม,41.4,27.9,23.3
49,มุกดาหาร,42.5,28.3,24.5
50,เชียงใหม่,42.2,23.2,15.8
51,ลำพูน,43.8,26.7,22.8
52,ลำปาง,43.6,26.1,23.0
53,อุตรดิตถ์,43.5,27.1,23.6
54,แพร่,42.9,26.9,22.0
55,น่าน,41.4,25.5,21.3
56,พะเยา,41.7,26.1,20.5
57,เชียงราย,39.6,24.9,22.0
58,แม่ฮ่องสอน,43.6,26.9,22.2
60,นครสวรรค์,42.7,28.2,23.9
62,กำแพงเพชร,43.3,27.6,24.3
63,ตาก,42.9,25.6,19.3
64,สุโขทัย,43.2,27.6,24.5
65,พิษณุโลก,41.0,27.6,23.8
66,พิจิตร,40.2,27.9,24.8
67,เพชรบูรณ์,43.3,27.3,23.3
70,ราชบุรี,40.6,27.4,25.1
71,กาญจนบุรี,42.7,27.4,23.4
72,สุพรรณบุรี,41.0,28.4,24.3
73,นครปฐม,40.7,27.7,25.0
76,เพชรบุรี,36.7,28.4,24.3
77,ประจวบคีรีขันธ์,41.0,27.6,24.0
80,นครศรีธรรมราช,39.2,26.2,23.4
81,กระบี่,36.0,27.6,23.5
82,พังงา,35.8,26.6,24.0
83,ภูเก็ต,38.0,27.7,23.7
84,สุราษฎร์ธานี,40.0,27.0,22.4
85,ระนอง,37.0,27.0,24.8
86,ชุมพร,40.2,26.9,24.5
90,สงขลา,38.8,26.9,22.9
91,สตูล,37.2,26.5,24.0
92,ตรัง,38.5,26.5,24.2
93,พัทลุง,37.8,26.7,25.1
94,ปัตตานี,37.6,26.3,23.8
95,ยะลา,40.1,26.1,24.6
96,นราธิวาส,36.2,27.0,23.1
