province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,40.0,29.0,25.4
11,สมุทรปราการ,33.4,29.4,25.7
13,ปทุมธานี,41.0,27.6,24.5
14,พระนครศรีอยุธยา,40.0,27.4,23.2
16,ลพบุรี,42.0,27.3,23.1
18,ชัยนาท,39.4,27.1,24.2
20,ชลบุรี,39.3,28.4,24.4
21,ระยอง,37.1,29.0,24.5
22,จันทบุรี,37.3,26.4,21.9
23,ตราด,35.5,26.9,23.6
24,ฉะเชิงเทรา,39.7,25.5,22.9
25,ปราจีนบุรี,40.4,27.0,24.7
27,สระแก้ว,40.3,27.2,24.6
30,นครราชสีมา,41.2,26.3,21.0
31,บุรีรัมย์,40.2,27.0,23.0
32,สุรินทร์,40.6,27.4,22.8
33,ศรีสะเกษ,40.1,27.2,23.5
34,อุบลราชธานี,41.2,27.1,23.4
36,ชัยภูมิ,41.1,27.3,24.1
40,ขอนแก่น,41.1,27.1,22.4
41,อุดรธานี,43.2,27.1,23.8
42,เลย,42.9,24.2,19.8
43,หนองคาย,41.3,27.2,23.5
44,มหาสารคาม,41.0,27.5,23.3
45,ร้อยเอ็ด,41.0,27.4,23.2
46,กาฬสินธุ์,41.0,27.0,22.3
47,สกลนคร,40.6,27.4,22.7
48,นครพนม,39.5,27.6,22.4
49,มุกดาหาร,41.3,27.9,23.0
50,เชียงใหม่,41.2,23.0,13.5
51,ลำพูน,42.4,24.8,22.0
52,ลำปาง,43.4,25.1,20.7
53,อุตรดิตถ์,42.2,27.0,23.6
54,แพร่,42.4,26.4,22.2
55,น่าน,42.8,23.4,17.0
56,พะเยา,40.7,25.4,19.7
57,เชียงราย,39.9,22.4,18.5
58,แม่ฮ่องสอน,42.6,25.3,20.2
60,นครสวรรค์,42.2,27.9,22.8
62,กำแพงเพชร,41.7,26.5,22.2
63,ตาก,44.6,24.8,16.7
64,สุโขทัย,41.9,27.3,24.2
65,พิษณุโลก,40.7,27.0,23.0
66,พิจิตร,41.2,27.1,23.9
67,เพชรบูรณ์,43.5,26.6,22.0
70,ราชบุรี,39.9,26.1,22.8
71,กาญจนบุรี,41.6,26.7,22.3
72,สุพรรณบุรี,41.1,27.6,24.2
73,นครปฐม,39.6,27.0,22.5
76,เพชรบุรี,35.6,27.9,24.3
77,ประจวบคีรีขันธ์,39.5,26.5,21.3
80,นครศรีธรรมราช,38.4,24.9,22.4
81,กระบี่,38.8,26.1,23.5
82,พังงา,34.3,25.5,23.6
83,ภูเก็ต,38.3,27.2,23.0
84,สุราษฎร์ธานี,39.8,25.6,22.0
85,ระนอง,37.4,26.2,23.5
86,ชุมพร,37.8,25.7,23.0
90,สงขลา,38.2,25.5,21.4
91,สตูล,37.2,25.4,23.0
92,ตรัง,37.5,25.3,23.2
93,พัทลุง,36.9,25.5,23.0
94,ปัตตานี,36.3,24.9,22.6
95,ยะลา,37.6,24.7,21.3
96,นราธิวาส,35.5,25.6,23.0
