province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,37.7,28.4,23.8
11,สมุทรปราการ,32.7,28.4,23.5
13,ปทุมธานี,40.2,27.3,24.0
14,พระนครศรีอยุธยา,40.3,26.9,21.8
16,ลพบุรี,41.1,26.8,22.5
18,ชัยนาท,40.2,26.1,23.2
20,ชลบุรี,37.8,27.9,23.1
21,ระยอง,34.7,27.9,24.0
22,จันทบุรี,35.5,26.3,23.0
23,ตราด,,26.4,24.7
24,ฉะเชิงเทรา,38.0,25.0,22.8
25,ปราจีนบุรี,39.2,26.7,23.6
27,สระแก้ว,39.1,26.4,20.3
30,นครราชสีมา,39.5,25.0,19.7
31,บุรีรัมย์,38.8,25.1,20.0
32,สุรินทร์,39.3,25.5,20.7
33,ศรีสะเกษ,39.5,25.2,20.3
34,อุบลราชธานี,39.4,25.3,18.4
36,ชัยภูมิ,39.9,25.7,22.1
40,ขอนแก่น,40.4,24.8,19.6
41,อุดรธานี,39.7,24.1,20.2
42,เลย,40.0,22.4,16.7
43,หนองคาย,38.5,24.6,20.0
44,มหาสารคาม,40.2,25.1,20.5
45,ร้อยเอ็ด,39.4,25.0,20.0
46,กาฬสินธุ์,38.9,24.5,19.0
47,สกลนคร,39.0,23.7,18.0
48,นครพนม,37.6,24.1,17.9
49,มุกดาหาร,39.3,24.3,18.2
50,เชียงใหม่,39.8,20.7,11.4
51,ลำพูน,41.0,21.8,18.5
52,ลำปาง,41.2,22.3,17.4
53,อุตรดิตถ์,39.4,24.9,21.4
54,แพร่,40.2,23.6,19.0
55,น่าน,40.7,21.3,16.1
56,พะเยา,39.5,23.0,18.0
57,เชียงราย,38.7,19.4,16.7
58,แม่ฮ่องสอน,40.0,20.1,16.0
60,นครสวรรค์,41.4,26.9,22.3
62,กำแพงเพชร,39.1,25.0,19.5
63,ตาก,41.5,22.0,12.6
64,สุโขทัย,39.9,25.1,21.8
65,พิษณุโลก,38.5,25.9,22.2
66,พิจิตร,38.6,25.7,22.2
67,เพชรบูรณ์,40.6,25.5,20.1
70,ราชบุรี,38.6,25.6,23.0
71,กาญจนบุรี,41.7,25.3,19.3
72,สุพรรณบุรี,41.1,26.7,23.2
73,นครปฐม,39.5,26.4,22.9
76,เพชรบุรี,34.0,27.4,19.8
77,ประจวบคีรีขันธ์,39.6,25.5,20.1
80,นครศรีธรรมราช,38.0,23.7,21.3
81,กระบี่,37.7,26.6,23.0
82,พังงา,37.2,24.8,21.6
83,ภูเก็ต,39.3,26.7,22.7
84,สุราษฎร์ธานี,38.8,25.2,19.9
85,ระนอง,37.9,25.4,22.9
86,ชุมพร,36.3,25.1,22.0
90,สงขลา,37.6,25.2,21.0
91,สตูล,39.0,25.8,22.7
92,ตรัง,37.7,24.9,21.9
93,พัทลุง,34.5,25.5,23.6
94,ปัตตานี,36.9,24.5,22.2
95,ยะลา,38.5,24.0,21.8
96,นราธิวาส,34.8,25.2,22.6
