province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,37.2,26.8,23.9
11,สมุทรปราการ,32.8,28.6,23.2
13,ปทุมธานี,36.8,26.4,24.2
14,พระนครศรีอยุธยา,35.4,26.2,22.0
16,ลพบุรี,36.6,26.0,23.0
18,ชัยนาท,36.0,26.1,24.0
20,ชลบุรี,35.5,27.2,22.4
21,ระยอง,33.7,26.6,23.5
22,จันทบุรี,34.4,25.6,22.7
23,ตราด,34.5,25.7,23.2
24,ฉะเชิงเทรา,34.8,24.8,23.3
25,ปราจีนบุรี,36.0,26.1,23.7
27,สระแก้ว,36.3,25.9,24.0
30,นครราชสีมา,35.7,25.1,21.4
31,บุรีรัมย์,35.5,25.6,22.9
32,สุรินทร์,35.6,25.9,21.0
33,ศรีสะเกษ,34.8,25.8,23.0
34,อุบลราชธานี,35.0,25.7,23.0
36,ชัยภูมิ,35.3,25.5,22.2
40,ขอนแก่น,37.1,25.4,22.9
41,อุดรธานี,35.2,25.9,23.7
42,เลย,35.0,24.9,22.9
43,หนองคาย,35.8,26.2,23.2
44,มหาสารคาม,36.5,25.9,22.7
45,ร้อยเอ็ด,35.0,26.0,23.2
46,กาฬสินธุ์,35.8,26.0,23.5
47,สกลนคร,34.7,26.1,23.1
48,นครพนม,35.1,26.4,23.7
49,มุกดาหาร,35.3,26.5,23.8
50,เชียงใหม่,36.6,22.2,17.7
51,ลำพูน,36.0,25.0,23.5
52,ลำปาง,36.3,25.0,22.6
53,อุตรดิตถ์,36.5,26.0,24.6
54,แพร่,36.0,25.5,23.2
55,น่าน,35.5,24.8,21.8
56,พะเยา,34.7,25.0,22.0
57,เชียงราย,35.0,24.9,22.6
58,แม่ฮ่องสอน,35.7,25.3,23.0
60,นครสวรรค์,37.0,26.0,24.0
62,กำแพงเพชร,37.0,26.2,23.8
63,ตาก,37.1,24.2,19.0
64,สุโขทัย,36.5,26.6,23.5
65,พิษณุโลก,35.9,26.2,23.4
66,พิจิตร,36.5,26.6,23.7
67,เพชรบูรณ์,37.2,25.7,22.7
70,ราชบุรี,36.0,25.7,23.7
71,กาญจนบุรี,36.7,25.6,22.5
72,สุพรรณบุรี,37.9,26.3,23.5
73,นครปฐม,37.2,25.8,23.5
76,เพชรบุรี,37.0,26.5,23.6
77,ประจวบคีรีขันธ์,37.2,25.6,21.6
80,นครศรีธรรมราช,35.4,24.8,22.9
81,กระบี่,34.8,25.1,22.0
82,พังงา,32.8,25.0,22.8
83,ภูเก็ต,34.3,26.0,21.4
84,สุราษฎร์ธานี,35.3,25.1,22.8
85,ระนอง,35.0,24.7,22.9
86,ชุมพร,34.8,24.7,23.0
90,สงขลา,35.9,25.0,21.2
91,สตูล,34.0,24.9,22.5
92,ตรัง,34.5,24.6,23.0
93,พัทลุง,34.7,24.9,23.0
94,ปัตตานี,35.0,24.8,22.7
95,ยะลา,34.8,24.5,22.9
96,นราธิวาส,34.2,24.9,
