province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,39.0,29.4,24.0
11,สมุทรปราการ,33.6,30.0,24.5
13,ปทุมธานี,40.4,28.4,24.4
14,พระนครศรีอยุธยา,40.7,27.9,23.7
16,ลพบุรี,42.5,28.0,23.4
18,ชัยนาท,40.5,27.9,25.0
20,ชลบุรี,38.4,29.0,22.3
21,ระยอง,36.0,28.6,24.0
22,จันทบุรี,36.5,26.9,23.2
23,ตราด,35.0,27.6,24.4
24,ฉะเชิงเทรา,40.5,26.3,22.7
25,ปราจีนบุรี,40.0,27.8,23.7
27,สระแก้ว,39.6,27.8,23.4
30,นครราชสีมา,40.1,26.7,21.6
31,บุรีรัมย์,40.5,27.6,22.3
32,สุรินทร์,41.5,27.7,21.6
33,ศรีสะเกษ,40.5,27.7,22.8
34,อุบลราชธานี,40.3,27.7,23.0
36,ชัยภูมิ,39.7,27.3,22.9
40,ขอนแก่น,41.0,27.7,21.8
41,อุดรธานี,42.4,27.8,23.9
42,เลย,41.9,25.9,23.3
43,หนองคาย,43.0,27.6,21.5
44,มหาสารคาม,40.9,28.1,22.7
45,ร้อยเอ็ด,40.8,28.0,24.0
46,กาฬสินธุ์,41.8,27.9,23.5
47,สกลนคร,40.5,27.6,23.1
48,นครพนม,41.3,27.8,22.5
49,มุกดาหาร,42.4,28.5,24.0
50,เชียงใหม่,40.2,23.2,16.6
51,ลำพูน,40.9,26.3,22.0
52,ลำปาง,42.2,26.4,22.2
53,อุตรดิตถ์,41.1,27.8,24.5
54,แพร่,41.4,27.3,22.7
55,น่าน,41.9,25.8,21.5
56,พะเยา,39.0,25.9,21.3
57,เชียงราย,39.5,24.9,20.7
58,แม่ฮ่องสอน,42.1,26.1,22.5
60,นครสวรรค์,42.2,28.2,24.0
62,กำแพงเพชร,40.1,27.8,25.4
63,ตาก,42.0,26.0,20.0
64,สุโขทัย,41.5,28.1,23.0
65,พิษณุโลก,40.4,27.9,23.5
66,พิจิตร,41.8,28.6,24.2
67,เพชรบูรณ์,41.5,27.3,22.8
70,ราชบุรี,39.4,27.0,24.5
71,กาญจนบุรี,40.8,27.2,22.4
72,สุพรรณบุรี,40.7,28.3,24.6
73,นครปฐม,39.6,27.4,23.5
76,เพชรบุรี,37.8,28.3,26.2
77,ประจวบคีรีขันธ์,38.7,27.1,23.6
80,นครศรีธรรมราช,39.0,25.6,23.5
81,กระบี่,36.5,26.2,23.0
82,พังงา,33.5,25.9,24.2
83,ภูเก็ต,35.8,27.3,22.9
84,สุราษฎร์ธานี,38.2,26.1,22.8
85,ระนอง,37.8,26.5,24.4
86,ชุมพร,37.3,25.9,24.2
90,สงขลา,38.1,26.1,22.2
91,สตูล,35.6,26.1,22.7
92,ตรัง,37.0,26.0,24.3
93,พัทลุง,35.2,26.1,24.5
94,ปัตตานี,37.3,25.7,23.5
95,ยะลา,37.0,25.8,22.9
96,นราธิวาส,35.8,26.1,
