province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,37.5,27.5,24.0
11,สมุทรปราการ,32.8,29.0,24.5
13,ปทุมธานี,37.5,26.9,24.0
14,พระนครศรีอยุธยา,36.6,26.5,23.3
16,ลพบุรี,39.1,26.4,23.4
18,ชัยนาท,38.8,26.4,24.0
20,ชลบุรี,35.5,27.6,24.0
21,ระยอง,34.7,27.1,24.0
22,จันทบุรี,34.5,25.8,22.7
23,ตราด,33.3,25.8,22.9
24,ฉะเชิงเทรา,36.7,25.1,23.6
25,ปราจีนบุรี,36.8,26.4,23.2
27,สระแก้ว,38.6,26.1,23.5
30,นครราชสีมา,37.7,25.7,21.4
31,บุรีรัมย์,36.6,25.9,22.3
32,สุรินทร์,36.5,26.1,21.3
33,ศรีสะเกษ,36.4,26.2,22.8
34,อุบลราชธานี,36.3,26.3,22.2
36,ชัยภูมิ,36.6,26.2,23.0
40,ขอนแก่น,37.1,26.3,23.3
41,อุดรธานี,36.5,26.9,24.3
42,เลย,37.4,25.2,22.7
43,หนองคาย,37.0,27.1,24.0
44,มหาสารคาม,37.4,26.9,23.5
45,ร้อยเอ็ด,36.8,26.5,24.0
46,กาฬสินธุ์,36.7,26.8,24.0
47,สกลนคร,36.4,26.9,24.2
48,นครพนม,36.6,27.2,23.9
49,มุกดาหาร,36.9,26.8,23.4
50,เชียงใหม่,37.7,22.5,17.3
51,ลำพูน,37.7,25.8,23.3
52,ลำปาง,39.2,25.7,23.0
53,อุตรดิตถ์,38.5,26.8,23.8
54,แพร่,37.4,26.2,23.1
55,น่าน,38.4,25.4,22.5
56,พะเยา,37.0,26.1,22.2
57,เชียงราย,36.8,25.5,23.1
58,แม่ฮ่องสอน,38.5,25.4,23.0
60,นครสวรรค์,38.6,26.5,23.7
62,กำแพงเพชร,37.8,26.6,23.6
63,ตาก,39.6,24.9,18.9
64,สุโขทัย,39.0,27.0,22.5
65,พิษณุโลก,37.2,26.6,23.8
66,พิจิตร,37.1,26.8,23.4
67,เพชรบูรณ์,37.7,26.2,23.0
70,ราชบุรี,36.6,25.7,23.8
71,กาญจนบุรี,38.5,26.0,23.2
72,สุพรรณบุรี,38.8,26.9,23.0
73,นครปฐม,38.1,26.1,23.5
76,เพชรบุรี,37.1,26.8,24.6
77,ประจวบคีรีขันธ์,36.7,25.9,22.7
80,นครศรีธรรมราช,35.0,24.7,23.3
81,กระบี่,34.0,25.2,22.0
82,พังงา,32.8,25.1,23.7
83,ภูเก็ต,34.3,25.8,21.0
84,สุราษฎร์ธานี,36.0,25.2,22.5
85,ระนอง,34.0,24.9,23.3
86,ชุมพร,35.0,24.9,23.5
90,สงขลา,35.5,25.0,22.3
91,สตูล,33.7,24.9,23.2
92,ตรัง,34.4,24.8,23.2
93,พัทลุง,34.3,25.0,23.6
94,ปัตตานี,34.8,24.8,23.4
95,ยะลา,34.8,24.5,22.8
96,นราธิวาส,34.8,25.0,
