province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,35.6,23.3,18.4
11,สมุทรปราการ,32.0,24.8,17.5
13,ปทุมธานี,36.0,21.6,17.5
14,พระนครศรีอยุธยา,35.4,21.4,14.5
16,ลพบุรี,35.4,20.4,13.3
18,ชัยนาท,33.5,20.0,15.3
20,ชลบุรี,36.4,23.2,18.2
21,ระยอง,34.6,22.6,19.0
22,จันทบุรี,35.3,22.4,18.3
23,ตราด,36.1,23.8,20.0
24,ฉะเชิงเทรา,35.9,19.9,16.0
25,ปราจีนบุรี,34.5,21.4,15.8
27,สระแก้ว,35.2,20.6,15.7
30,นครราชสีมา,35.1,18.5,12.6
31,บุรีรัมย์,33.7,17.9,11.9
32,สุรินทร์,34.1,18.2,12.7
33,ศรีสะเกษ,34.2,18.3,13.8
34,อุบลราชธานี,34.5,18.0,13.0
36,ชัยภูมิ,35.2,18.6,13.5
40,ขอนแก่น,33.9,16.9,9.7
41,อุดรธานี,33.9,16.5,9.9
42,เลย,33.7,15.5,7.6
43,หนองคาย,33.5,17.6,11.0
44,มหาสารคาม,34.0,17.6,12.0
45,ร้อยเอ็ด,33.7,17.6,12.0
46,กาฬสินธุ์,32.6,17.0,9.9
47,สกลนคร,33.3,15.9,9.0
48,นครพนม,32.9,16.9,8.4
49,มุกดาหาร,34.6,17.3,11.8
50,เชียงใหม่,32.6,14.6,8.0
51,ลำพูน,33.4,15.5,12.2
52,ลำปาง,35.0,15.4,10.3
53,อุตรดิตถ์,34.6,18.7,15.0
54,แพร่,33.7,15.8,12.5
55,น่าน,33.3,14.5,9.6
56,พะเยา,32.6,15.0,10.8
57,เชียงราย,31.1,14.5,10.3
58,แม่ฮ่องสอน,34.2,14.9,10.8
60,นครสวรรค์,34.7,20.3,13.6
62,กำแพงเพชร,34.5,18.5,13.3
63,ตาก,34.4,15.5,7.6
64,สุโขทัย,33.5,18.8,14.3
65,พิษณุโลก,34.1,18.8,13.0
66,พิจิตร,33.1,19.7,14.5
67,เพชรบูรณ์,35.7,18.5,12.8
70,ราชบุรี,35.7,20.6,16.5
71,กาญจนบุรี,36.7,19.6,13.8
72,สุพรรณบุรี,36.0,20.9,15.6
73,นครปฐม,35.1,20.0,14.9
76,เพชรบุรี,33.6,22.4,18.2
77,ประจวบคีรีขันธ์,35.4,22.3,16.5
80,นครศรีธรรมราช,34.0,23.0,18.7
81,กระบี่,36.8,24.0,22.0
82,พังงา,33.5,23.5,20.0
83,ภูเก็ต,35.5,24.8,20.0
84,สุราษฎร์ธานี,34.7,23.4,18.5
85,ระนอง,34.1,23.4,18.0
86,ชุมพร,33.8,21.8,17.0
90,สงขลา,35.6,24.0,18.9
91,สตูล,33.5,24.3,19.0
92,ตรัง,34.5,24.0,20.5
93,พัทลุง,32.9,23.7,21.0
94,ปัตตานี,32.4,23.8,21.0
95,ยะลา,33.2,23.2,19.8
96,นราธิวาส,33.2,24.0,21.2
