province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,37.0,25.8,22.7
11,สมุทรปราการ,32.9,27.5,25.0
13,ปทุมธานี,37.0,24.1,21.4
14,พระนครศรีอยุธยา,37.3,23.1,19.2
16,ลพบุรี,37.6,22.9,17.5
18,ชัยนาท,36.3,22.5,18.3
20,ชลบุรี,37.8,25.2,20.0
21,ระยอง,34.7,24.6,20.5
22,จันทบุรี,36.3,23.5,20.0
23,ตราด,35.5,24.0,21.4
24,ฉะเชิงเทรา,37.5,21.6,18.0
25,ปราจีนบุรี,37.5,23.2,19.9
27,สระแก้ว,37.3,22.5,18.0
30,นครราชสีมา,37.2,20.9,16.5
31,บุรีรัมย์,37.6,20.1,13.4
32,สุรินทร์,36.4,20.5,14.5
33,ศรีสะเกษ,36.3,19.7,14.7
34,อุบลราชธานี,36.8,19.8,14.5
36,ชัยภูมิ,37.0,21.7,17.9
40,ขอนแก่น,37.1,19.9,14.1
41,อุดรธานี,35.9,19.0,15.3
42,เลย,36.5,18.3,14.4
43,หนองคาย,35.0,20.6,14.4
44,มหาสารคาม,36.7,20.3,16.0
45,ร้อยเอ็ด,36.0,20.3,15.2
46,กาฬสินธุ์,35.5,19.9,13.5
47,สกลนคร,34.6,19.4,14.7
48,นครพนม,34.8,19.7,13.6
49,มุกดาหาร,35.5,20.3,15.0
50,เชียงใหม่,34.4,15.6,9.4
51,ลำพูน,35.6,15.6,9.0
52,ลำปาง,37.6,16.9,8.5
53,อุตรดิตถ์,36.0,20.5,14.0
54,แพร่,36.6,17.3,9.2
55,น่าน,36.8,15.5,6.8
56,พะเยา,34.7,15.1,7.2
57,เชียงราย,33.2,14.8,9.0
58,แม่ฮ่องสอน,36.0,14.2,7.3
60,นครสวรรค์,36.8,23.1,18.0
62,กำแพงเพชร,36.0,20.9,14.2
63,ตาก,37.5,17.4,7.5
64,สุโขทัย,36.0,20.5,14.1
65,พิษณุโลก,35.2,21.1,15.1
66,พิจิตร,35.5,21.8,16.4
67,เพชรบูรณ์,37.4,20.9,15.2
70,ราชบุรี,35.9,21.8,18.2
71,กาญจนบุรี,37.5,21.7,14.4
72,สุพรรณบุรี,36.7,22.7,16.1
73,นครปฐม,36.3,22.0,15.5
76,เพชรบุรี,35.2,24.1,20.6
77,ประจวบคีรีขันธ์,36.8,22.7,16.9
80,นครศรีธรรมราช,36.5,22.7,18.8
81,กระบี่,36.8,24.2,21.4
82,พังงา,35.2,22.9,21.0
83,ภูเก็ต,36.1,25.1,20.4
84,สุราษฎร์ธานี,35.3,23.4,19.2
85,ระนอง,34.9,23.1,20.0
86,ชุมพร,34.1,22.9,19.8
90,สงขลา,35.3,24.3,18.1
91,สตูล,36.5,25.2,21.0
92,ตรัง,36.0,24.0,20.6
93,พัทลุง,32.7,24.2,21.5
94,ปัตตานี,34.2,23.3,20.8
95,ยะลา,35.2,23.1,18.6
96,นราธิวาส,32.0,24.6,
