province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,36.8,26.4,23.1
11,สมุทรปราการ,32.2,27.8,24.0
13,ปทุมธานี,36.5,26.0,24.0
14,พระนครศรีอยุธยา,35.0,25.6,23.4
16,ลพบุรี,35.3,25.6,23.5
18,ชัยนาท,35.5,25.6,23.7
20,ชลบุรี,34.9,26.3,22.3
21,ระยอง,33.9,25.8,23.5
22,จันทบุรี,35.4,25.0,22.4
23,ตราด,33.0,25.0,23.0
24,ฉะเชิงเทรา,35.8,24.7,23.0
25,ปราจีนบุรี,35.7,25.8,22.6
27,สระแก้ว,35.5,25.6,22.6
30,นครราชสีมา,35.0,24.5,21.3
31,บุรีรัมย์,34.9,24.9,22.9
32,สุรินทร์,35.0,25.4,22.0
33,ศรีสะเกษ,33.9,25.4,23.1
34,อุบลราชธานี,35.1,25.2,23.0
36,ชัยภูมิ,34.1,25.0,23.0
40,ขอนแก่น,35.2,25.1,22.3
41,อุดรธานี,35.6,25.4,23.5
42,เลย,35.5,24.1,22.2
43,หนองคาย,35.5,25.6,23.0
44,มหาสารคาม,34.6,25.7,23.0
45,ร้อยเอ็ด,34.7,25.5,23.0
46,กาฬสินธุ์,34.4,25.4,21.8
47,สกลนคร,35.2,25.3,23.3
48,นครพนม,34.7,25.5,23.6
49,มุกดาหาร,35.5,25.3,23.5
50,เชียงใหม่,35.6,21.2,16.4
51,ลำพูน,35.4,24.3,22.5
52,ลำปาง,36.5,24.2,21.6
53,อุตรดิตถ์,37.0,25.4,23.6
54,แพร่,35.7,25.0,23.4
55,น่าน,36.5,24.4,22.0
56,พะเยา,35.5,24.4,21.2
57,เชียงราย,34.1,24.3,22.4
58,แม่ฮ่องสอน,35.9,24.6,22.5
60,นครสวรรค์,35.8,25.2,23.0
62,กำแพงเพชร,35.5,25.2,23.4
63,ตาก,35.8,23.5,19.1
64,สุโขทัย,36.0,25.7,23.0
65,พิษณุโลก,35.3,25.2,23.3
66,พิจิตร,35.3,25.9,22.8
67,เพชรบูรณ์,37.0,25.1,23.0
70,ราชบุรี,34.5,25.3,23.7
71,กาญจนบุรี,36.3,25.2,21.5
72,สุพรรณบุรี,35.3,25.8,23.2
73,นครปฐม,34.8,25.4,23.5
76,เพชรบุรี,34.0,26.0,23.2
77,ประจวบคีรีขันธ์,35.3,25.1,22.4
80,นครศรีธรรมราช,35.5,24.7,22.9
81,กระบี่,34.0,25.0,19.0
82,พังงา,32.5,24.9,22.8
83,ภูเก็ต,34.3,25.9,21.7
84,สุราษฎร์ธานี,35.6,24.9,22.2
85,ระนอง,33.6,24.6,22.7
86,ชุมพร,34.2,24.7,22.8
90,สงขลา,36.4,24.9,21.4
91,สตูล,34.0,24.8,22.8
92,ตรัง,34.8,24.5,22.6
93,พัทลุง,35.0,24.9,23.0
94,ปัตตานี,34.2,24.8,23.0
95,ยะลา,34.6,24.8,22.6
96,นราธิวาส,36.2,24.9,23.0
