province_code,province_name,max_temperature,temperature,min_temperature
10,กรุงเทพมหานคร,36.8,25.6,22.2
11,สมุทรปราการ,32.7,27.1,23.5
13,ปทุมธานี,36.5,23.6,21.1
14,พระนครศรีอยุธยา,36.0,23.3,18.5
16,ลพบุรี,36.7,22.4,18.3
18,ชัยนาท,34.3,22.0,19.9
20,ชลบุรี,36.5,25.2,21.1
21,ระยอง,35.5,23.8,21.7
22,จันทบุรี,37.2,23.7,21.5
23,ตราด,,24.1,21.6
24,ฉะเชิงเทรา,36.7,21.2,18.4
25,ปราจีนบุรี,36.0,23.0,19.9
27,สระแก้ว,37.5,22.3,19.5
30,นครราชสีมา,35.4,20.9,17.6
31,บุรีรัมย์,36.1,20.0,16.1
32,สุรินทร์,35.5,20.7,16.1
33,ศรีสะเกษ,35.2,20.1,17.2
34,อุบลราชธานี,35.8,19.7,15.9
36,ชัยภูมิ,34.8,21.5,17.9
40,ขอนแก่น,34.0,19.8,17.0
41,อุดรธานี,34.6,19.3,15.5
42,เลย,34.4,18.7,13.6
43,หนองคาย,34.5,20.6,16.0
44,มหาสารคาม,34.2,20.6,17.0
45,ร้อยเอ็ด,34.6,20.1,16.2
46,กาฬสินธุ์,34.4,19.6,15.9
47,สกลนคร,33.6,19.0,14.0
48,นครพนม,33.7,19.6,13.7
49,มุกดาหาร,34.4,19.4,15.0
50,เชียงใหม่,33.0,16.5,10.3
51,ลำพูน,33.9,17.9,13.5
52,ลำปาง,36.4,18.1,12.2
53,อุตรดิตถ์,35.0,20.6,16.5
54,แพร่,33.8,18.9,14.0
55,น่าน,33.7,17.1,12.8
56,พะเยา,33.2,17.7,12.3
57,เชียงราย,31.2,17.1,12.8
58,แม่ฮ่องสอน,33.3,16.8,11.0
60,นครสวรรค์,36.5,22.3,18.4
62,กำแพงเพชร,35.7,20.9,16.5
63,ตาก,35.9,17.9,8.1
64,สุโขทัย,34.7,21.1,17.3
65,พิษณุโลก,34.5,21.3,16.0
66,พิจิตร,34.3,22.0,18.9
67,เพชรบูรณ์,36.1,20.8,18.0
70,ราชบุรี,35.3,22.0,20.0
71,กาญจนบุรี,37.0,21.6,15.5
72,สุพรรณบุรี,35.6,22.6,17.9
73,นครปฐม,35.5,21.5,18.0
76,เพชรบุรี,32.8,23.7,19.0
77,ประจวบคีรีขันธ์,36.5,23.0,19.1
80,นครศรีธรรมราช,34.5,23.9,20.8
81,กระบี่,34.7,25.8,23.6
82,พังงา,34.7,24.2,22.0
83,ภูเก็ต,37.0,25.9,22.5
84,สุราษฎร์ธานี,35.6,24.7,20.5
85,ระนอง,34.8,24.7,22.4
86,ชุมพร,34.3,23.7,21.0
90,สงขลา,33.4,25.1,20.0
91,สตูล,34.6,25.9,23.5
92,ตรัง,34.3,24.9,22.7
93,พัทลุง,32.0,24.9,23.3
94,ปัตตานี,33.4,24.4,22.3
95,ยะลา,33.8,24.0,22.2
96,นราธิวาส,33.1,25.4,22.2
