rec,date,month,year,kwh_on,kwh_off,kwh_hol,tou_on,tou_off,tod_par,tod_on,tod_off,kvar_peak,run_hour,,,,,,,,,,,,
4,21,9,2023,1584.119,285.039,0.000,205.726,142.659,205.726,82.849,62.849,53.370,24.000,,,,,,,,,,,,
3,22,9,2023,1213.137,293.153,0.004,161.122,124.516,161.122,65.740,45.995,37.337,24.000,,,,,,,,,,,,
2,23,9,2023,0.000,0.000,613.345,0.000,52.156,52.156,24.862,20.226,10.599,24.000,,,,,,,,,,,,
1,24,9,2023,0.000,0.004,890.248,0.000,92.396,92.396,33.355,37.186,20.032,24.000,,,,,,,,,,,,
3,25,9,2023,1325.798,353.726,0.000,167.307,152.098,167.307,62.786,74.063,37.174,24.000,,,,,,,,,,,,
2,26,9,2023,1446.136,345.011,0.000,191.510,158.587,191.510,59.116,78.020,45.505,24.000,,,,,,,,,,,,
1,27,9,2023,1154.829,287.400,0.000,159.351,118.085,159.351,46.445,66.571,40.803,24.000,,,,,,,,,,,,
2,28,9,2023,1365.070,305.855,0.000,178.987,129.881,178.987,55.559,54.599,51.856,24.000,,,,,,,,,,,,
1,29,9,2023,1151.877,310.069,0.003,168.244,137.875,168.244,57.271,59.730,34.800,24.000,,,,,,,,,,,,
12,30,9,2023,0.000,0.000,543.114,0.000,44.604,44.604,25.053,18.518,5.529,24.000,,,,,,,,,,,,
11,1,10,2023,0.000,0.003,567.569,0.000,51.676,51.676,24.639,22.124,7.801,24.000,,,,,,,,,,,,
10,2,10,2023,1272.112,305.149,0.000,180.254,150.907,180.254,42.955,49.931,47.152,24.000,,,,,,,,,,,,
9,3,10,2023,1507.759,366.741,0.000,204.396,169.731,204.396,56.614,86.143,51.503,24.000,,,,,,,,,,,,
8,4,10,2023,1063.988,302.411,0.000,174.533,149.983,174.533,27.094,62.549,44.958,24.000,,,,,,,,,,,,
7,5,10,2023,1161.914,254.930,0.000,173.831,128.911,173.831,33.086,51.205,38.195,24.000,,,,,,,,,,,,
6,6,10,2023,1104.139,279.511,0.002,142.394,129.621,142.394,46.991,55.935,31.663,24.000,,,,,,,,,,,,
5,7,10,2023,0.000,0.000,544.469,0.000,44.619,44.619,22.643,14.688,7.009,24.000,,,,,,,,,,,,
4,8,10,2023,0.000,0.003,508.211,0.000,43.104,43.104,25.746,16.529,5.494,24.000,,,,,,,,,,,,
3,9,10,2023,1428.681,272.818,0.000,208.594,150.671,208.594,51.462,60.268,53.046,24.000,,,,,,,,,,,,
2,10,10,2023,1408.376,262.856,0.000,185.274,115.652,185.274,55.664,40.716,43.812,24.000,,,,,,,,,,,,
1,11,10,2023,1220.270,299.504,0.000,162.549,120.732,162.549,62.307,65.635,40.471,24.000,,,,,,,,,,,,
9,12,10,2023,1130.888,255.116,0.000,173.240,122.722,173.240,34.087,41.729,39.174,24.000,,,,,,,,,,,,
8,13,10,2023,328.666,152.575,0.001,34.384,32.837,34.384,22.534,18.730,4.834,24.000,,,,,,,,,,,,
7,14,10,2023,0.000,0.000,533.170,0.000,47.987,47.987,27.869,18.783,5.499,24.000,,,,,,,,,,,,
6,15,10,2023,0.000,0.001,380.725,0.000,34.802,34.802,19.214,12.651,5.653,24.000,,,,,,,,,,,,
5,16,10,2023,1471.669,273.775,0.000,209.864,153.404,209.864,60.219,57.065,56.299,24.000,,,,,,,,,,,,
4,17,10,2023,1585.284,298.110,0.000,212.857,149.884,212.857,83.557,57.321,57.053,24.000,,,,,,,,,,,,
3,18,10,2023,1136.587,275.879,0.000,177.001,147.487,177.001,37.581,57.923,45.939,24.000,,,,,,,,,,,,
2,19,10,2023,1355.160,302.011,0.000,181.833,153.039,181.833,48.203,53.924,48.579,24.000,,,,,,,,,,,,
1,20,10,2023,1417.002,318.373,0.002,187.594,153.294,187.594,53.267,56.954,45.565,24.000,,,,,,,,,,,,
32,21,10,2023,0.000,0.000,479.593,0.000,38.330,38.330,25.146,17.436,5.503,24.000,,,,,,,,,,,,
31,22,10,2023,0.000,0.000,612.948,0.000,60.079,60.079,19.394,21.630,14.038,24.000,,,,,,,,,,,,
30,23,10,2023,0.000,0.002,481.484,0.000,40.711,40.711,21.289,24.159,7.034,24.000,,,,,,,,,,,,
29,24,10,2023,1052.062,312.884,0.000,137.511,129.759,137.511,35.018,75.705,35.505,24.000,,,,,,,,,,,,
28,25,10,2023,1020.549,249.611,0.000,141.275,113.375,141.275,32.521,39.823,32.920,24.000,,,,,,,,,,,,
27,26,10,2023,1010.352,266.720,0.000,125.075,104.725,125.075,39.455,70.904,32.316,24.000,,,,,,,,,,,,
26,27,10,2023,991.616,291.969,0.002,157.411,153.575,157.411,49.286,67.176,33.276,24.000,,,,,,,,,,,,
25,28,10,2023,0.000,0.000,432.197,0.000,40.078,40.078,14.797,18.467,4.931,24.000,,,,,,,,,,,,
24,29,10,2023,0.000,0.002,350.383,0.000,23.179,23.179,20.993,15.485,3.884,24.000,,,,,,,,,,,,
23,30,10,2023,944.254,305.540,0.000,123.086,125.774,125.774,44.581,64.504,36.808,24.000,,,,,,,,,,,,
22,31,10,2023,1132.908,258.068,0.000,144.437,117.893,144.437,57.331,50.372,37.257,24.000,,,,,,,,,,,,
21,1,11,2023,1118.428,278.680,0.000,165.290,141.560,165.290,37.564,64.693,42.172,24.000,,,,,,,,,,,,
20,2,11,2023,1088.587,232.762,0.000,145.344,98.425,145.344,64.649,44.306,36.674,24.000,,,,,,,,,,,,
19,3,11,2023,1028.256,276.080,0.003,161.542,147.391,161.542,44.235,46.476,43.252,24.000,,,,,,,,,,,,
18,4,11,2023,0.000,0.000,433.656,0.000,45.224,45.224,16.583,18.061,11.979,24.000,,,,,,,,,,,,
17,5,11,2023,0.000,0.002,350.623,0.000,38.116,38.116,13.366,10.809,10.287,24.000,,,,,,,,,,,,
16,6,11,2023,952.647,206.962,0.000,120.525,88.712,120.525,40.868,35.196,31.484,24.000,,,,,,,,,,,,
15,7,11,2023,763.853,205.812,0.000,92.920,73.711,92.920,40.817,43.881,24.168,24.000,,,,,,,,,,,,
14,8,11,2023,891.264,196.122,0.000,118.906,64.988,118.906,40.640,42.190,32.274,24.000,,,,,,,,,,,,
13,9,11,2023,963.516,219.006,0.000,125.116,47.585,125.116,57.341,47.499,31.508,24.000,,,,,,,,,,,,
12,10,11,2023,700.273,195.215,0.000,96.080,49.884,96.080,29.529,40.895,28.003,24.000,,,,,,,,,,,,
11,11,11,2023,0.000,0.000,277.710,0.000,18.681,18.681,14.274,13.241,4.044,24.000,,,,,,,,,,,,
10,12,11,2023,0.000,0.003,481.287,0.000,41.618,41.618,18.252,16.036,7.846,24.000,,,,,,,,,,,,
9,13,11,2023,639.607,211.362,0.000,85.674,68.790,85.674,26.013,34.680,22.852,24.000,,,,,,,,,,,,
8,14,11,2023,548.185,184.238,0.000,70.049,43.465,70.049,24.907,29.777,16.882,24.000,,,,,,,,,,,,
7,15,11,2023,722.944,185.013,0.000,88.732,58.036,88.732,35.533,27.479,22.166,24.000,,,,,,,,,,,,
6,16,11,2023,765.417,199.992,0.000,104.382,68.414,104.382,19.697,46.139,25.058,24.000,,,,,,,,,,,,
5,17,11,2023,703.731,174.231,0.001,94.984,61.534,94.984,25.225,29.971,23.203,24.000,,,,,,,,,,,,
4,18,11,2023,0.000,0.000,335.101,0.000,30.314,30.314,11.009,13.688,6.014,24.000,,,,,,,,,,,,
3,19,11,2023,0.000,0.002,446.570,0.000,45.593,45.593,12.128,19.149,5.191,24.000,,,,,,,,,,,,
2,20,11,2023,975.726,216.595,0.000,135.280,111.903,135.280,39.110,52.315,38.622,24.000,,,,,,,,,,,,
1,21,11,2023,1039.885,245.977,0.000,155.292,131.726,155.292,28.738,54.482,36.740,24.000,,,,,,,,,,,,
77,22,11,2023,800.561,237.988,0.000,122.715,106.766,122.715,46.195,53.344,29.582,24.000,,,,,,,,,,,,
76,23,11,2023,1011.069,241.346,0.000,137.165,110.080,137.165,50.490,43.216,30.722,24.000,,,,,,,,,,,,
75,24,11,2023,1252.965,252.471,0.002,174.859,150.217,174.859,52.331,52.663,44.732,24.000,,,,,,,,,,,,
74,25,11,2023,0.000,0.000,806.852,0.000,93.325,93.325,14.469,40.113,22.603,24.000,,,,,,,,,,,,
73,26,11,2023,0.000,0.002,598.007,0.000,62.841,62.841,18.873,17.463,15.445,24.000,,,,,,,,,,,,
72,27,11,2023,1149.840,252.750,0.000,168.290,116.082,168.290,48.792,54.841,41.212,24.000,,,,,,,,,,,,
71,28,11,2023,1256.427,282.080,0.000,179.081,130.128,179.081,39.895,53.607,46.361,24.000,,,,,,,,,,,,
70,29,11,2023,821.451,237.171,0.000,126.633,100.265,126.633,37.463,46.618,33.497,24.000,,,,,,,,,,,,
69,30,11,2023,1357.841,256.525,0.000,194.190,127.282,194.190,45.231,59.436,47.522,24.000,,,,,,,,,,,,
68,1,12,2023,1193.643,245.949,0.001,176.251,119.694,176.251,50.678,53.151,41.539,24.000,,,,,,,,,,,,
67,2,12,2023,0.000,0.000,443.088,0.000,37.568,37.568,20.214,14.143,6.443,24.000,,,,,,,,,,,,
66,3,12,2023,0.000,0.002,506.940,0.000,64.090,64.090,15.311,14.293,17.468,24.000,,,,,,,,,,,,
65,4,12,2023,1185.003,240.040,0.003,177.744,124.572,177.744,43.778,57.640,44.224,24.000,,,,,,,,,,,,
64,5,12,2023,0.000,0.002,478.130,0.000,52.076,52.076,26.503,18.009,5.678,24.000,,,,,,,,,,,,
63,6,12,2023,1291.717,283.824,0.000,169.488,140.689,169.488,53.149,71.565,49.429,24.000,,,,,,,,,,,,
62,7,12,2023,1417.113,319.111,0.000,194.020,124.937,194.020,63.216,79.630,53.962,24.000,,,,,,,,,,,,
61,8,12,2023,1313.991,246.349,0.002,196.273,131.294,196.273,62.848,51.741,48.252,24.000,,,,,,,,,,,,
60,9,12,2023,0.000,0.000,425.582,0.000,53.461,53.461,13.340,12.695,8.973,24.000,,,,,,,,,,,,
59,10,12,2023,0.000,0.001,398.554,0.000,42.174,42.174,23.832,13.454,5.351,24.000,,,,,,,,,,,,
58,11,12,2023,242.454,127.013,0.000,29.912,19.952,29.912,17.655,15.688,4.980,24.000,,,,,,,,,,,,
57,12,12,2023,1834.816,300.290,0.000,242.652,189.767,242.652,84.679,86.006,64.455,24.000,,,,,,,,,,,,
56,13,12,2023,1619.779,350.289,0.000,197.600,192.097,197.600,91.114,49.850,54.575,24.000,,,,,,,,,,,,
55,14,12,2023,1426.116,438.214,0.000,176.651,159.507,176.651,94.174,72.759,50.124,24.000,,,,,,,,,,,,
54,15,12,2023,1505.458,308.042,0.002,217.200,157.944,217.200,65.074,57.487,52.888,24.000,,,,,,,,,,,,
53,16,12,2023,0.000,0.000,839.978,0.000,101.847,101.847,15.765,27.036,24.091,24.000,,,,,,,,,,,,
52,17,12,2023,0.000,0.001,622.131,0.000,74.227,74.227,24.281,23.698,13.137,24.000,,,,,,,,,,,,
51,18,12,2023,1513.758,282.012,0.000,212.205,135.718,212.205,64.272,77.585,60.294,24.000,,,,,,,,,,,,
50,19,12,2023,1396.579,330.157,0.000,191.777,149.263,191.777,75.316,86.180,48.108,24.000,,,,,,,,,,,,
49,20,12,2023,970.060,266.300,0.000,136.426,124.457,136.426,45.660,56.214,37.735,24.000,,,,,,,,,,,,
48,21,12,2023,1559.342,289.972,0.000,221.353,161.995,221.353,59.470,66.883,56.578,24.000,,,,,,,,,,,,
47,22,12,2023,1059.102,233.866,0.002,142.486,93.836,142.486,51.003,38.919,33.234,24.000,,,,,,,,,,,,
46,23,12,2023,0.000,0.000,335.990,0.000,23.704,23.704,16.531,15.243,4.460,24.000,,,,,,,,,,,,
45,24,12,2023,0.000,0.001,386.584,0.000,39.314,39.314,13.897,19.658,8.427,24.000,,,,,,,,,,,,
44,25,12,2023,712.043,160.297,0.000,106.423,56.574,106.423,21.749,26.686,19.831,24.000,,,,,,,,,,,,
43,26,12,2023,710.949,180.261,0.000,91.787,67.136,91.787,22.047,21.635,11.771,24.000,,,,,,,,,,,,
42,27,12,2023,563.456,174.190,0.000,68.179,48.494,68.179,36.998,22.775,12.947,24.000,,,,,,,,,,,,
41,28,12,2023,649.033,182.030,0.000,97.574,67.013,97.574,15.069,30.986,21.932,24.000,,,,,,,,,,,,
40,29,12,2023,133.863,104.905,0.003,17.821,11.982,14.839,17.821,11.982,5.288,24.000,,,,,,,,,,,,
39,30,12,2023,0.000,0.000,241.414,0.000,19.065,19.065,12.695,10.746,5.480,24.000,,,,,,,,,,,,
38,31,12,2023,0.000,0.000,220.954,0.000,17.399,17.399,10.481,10.882,5.386,24.000,,,,,,,,,,,,
37,1,1,2024,0.000,0.003,318.011,0.000,22.756,17.997,22.756,13.391,5.406,24.000,,,,,,,,,,,,
36,2,1,2024,1148.995,251.946,0.000,149.521,103.524,149.521,43.741,46.277,38.474,24.000,,,,,,,,,,,,
35,3,1,2024,1342.685,242.253,0.000,183.101,124.704,183.101,57.533,35.560,45.047,24.000,,,,,,,,,,,,
34,4,1,2024,1537.894,266.637,0.000,210.935,145.065,210.935,50.392,38.657,56.610,24.000,,,,,,,,,,,,
33,5,1,2024,1301.326,260.660,0.003,171.376,113.979,171.376,64.526,60.780,42.867,24.000,,,,,,,,,,,,
32,6,1,2024,0.000,0.000,497.731,0.000,55.237,55.237,20.584,14.506,9.786,24.000,,,,,,,,,,,,
31,7,1,2024,0.000,0.003,543.690,0.000,61.449,61.449,14.277,15.270,16.146,24.000,,,,,,,,,,,,
30,8,1,2024,1310.785,255.145,0.000,181.756,100.546,181.756,34.176,56.592,47.487,24.000,,,,,,,,,,,,
29,9,1,2024,1543.582,241.932,0.000,195.670,127.729,195.670,69.353,49.387,48.717,24.000,,,,,,,,,,,,
28,10,1,2024,1232.751,236.077,0.000,156.282,97.787,156.282,64.145,42.742,47.282,24.000,,,,,,,,,,,,
27,11,1,2024,1508.707,273.955,0.000,202.106,142.741,202.106,46.997,47.804,58.394,24.000,,,,,,,,,,,,
26,12,1,2024,1352.324,310.774,0.003,194.076,139.293,194.076,65.030,56.963,43.762,24.000,,,,,,,,,,,,
25,13,1,2024,0.000,0.000,888.992,0.000,98.863,98.863,19.171,26.859,26.891,24.000,,,,,,,,,,,,
24,14,1,2024,0.000,0.003,742.852,0.000,72.950,72.950,27.844,21.841,16.446,24.000,,,,,,,,,,,,
23,15,1,2024,1058.494,283.182,0.000,166.000,117.555,166.000,33.277,46.140,46.879,24.000,,,,,,,,,,,,
22,16,1,2024,1154.561,263.682,0.000,185.111,137.779,185.111,42.144,45.044,47.413,24.000,,,,,,,,,,,,
21,17,1,2024,940.048,236.030,0.000,154.226,114.019,154.226,22.169,49.515,41.873,24.000,,,,,,,,,,,,
20,18,1,2024,1059.613,242.692,0.000,155.670,100.849,155.670,36.673,42.634,41.160,24.000,,,,,,,,,,,,
19,19,1,2024,917.071,235.333,0.003,152.970,110.608,152.970,29.471,46.627,40.858,24.000,,,,,,,,,,,,
18,20,1,2024,0.000,0.000,593.272,0.000,60.538,60.538,21.528,26.398,11.230,24.000,,,,,,,,,,,,
17,21,1,2024,0.000,0.004,646.277,0.000,73.819,73.819,25.398,25.068,16.659,24.000,,,,,,,,,,,,
16,22,1,2024,1316.184,308.531,0.000,200.121,132.251,200.121,49.815,68.119,58.939,24.000,,,,,,,,,,,,
15,23,1,2024,1251.814,267.720,0.000,164.937,128.718,164.937,44.918,46.487,37.870,24.000,,,,,,,,,,,,
14,24,1,2024,824.743,224.526,0.000,120.985,96.501,120.985,36.445,46.741,35.336,24.000,,,,,,,,,,,,
13,25,1,2024,1030.575,206.661,0.000,161.149,95.219,161.149,41.699,32.852,37.296,24.000,,,,,,,,,,,,
12,26,1,2024,763.897,156.597,0.001,94.850,51.177,94.850,53.336,18.677,16.681,24.000,,,,,,,,,,,,
11,27,1,2024,0.000,0.000,605.549,0.000,73.503,73.503,23.244,19.974,12.622,24.000,,,,,,,,,,,,
10,28,1,2024,0.000,0.003,635.505,0.000,53.983,53.983,38.065,19.221,9.843,24.000,,,,,,,,,,,,
9,29,1,2024,1152.354,253.812,0.000,160.290,100.852,160.290,49.183,43.908,39.341,24.000,,,,,,,,,,,,
8,30,1,2024,1297.763,312.447,0.000,171.026,152.070,171.026,59.803,55.911,42.086,24.000,,,,,,,,,,,,
7,31,1,2024,195.712,157.398,0.000,22.405,22.460,22.405,21.946,22.460,6.294,24.000,,,,,,,,,,,,
6,1,2,2024,1311.111,243.356,0.000,190.716,127.187,190.716,38.325,43.051,44.155,24.000,,,,,,,,,,,,
5,2,2,2024,1182.962,222.017,0.003,141.591,101.485,141.591,74.137,37.046,36.030,24.000,,,,,,,,,,,,
4,3,2,2024,0.000,0.000,717.029,0.000,76.232,76.232,27.612,28.356,21.853,24.000,,,,,,,,,,,,
3,4,2,2024,0.000,0.002,631.743,0.000,63.741,63.741,29.765,18.170,16.029,24.000,,,,,,,,,,,,
2,5,2,2024,1571.859,250.788,0.000,214.667,118.302,214.667,48.435,40.076,51.755,24.000,,,,,,,,,,,,
1,6,2,2024,1594.938,314.277,0.000,220.692,156.749,220.692,46.647,61.587,59.939,24.000,,,,,,,,,,,,
159,7,2,2024,1295.935,266.403,0.000,194.846,127.922,194.846,45.935,61.072,55.244,24.000,,,,,,,,,,,,
158,8,2,2024,1412.105,258.588,0.000,212.436,129.923,212.436,39.603,63.988,56.625,24.000,,,,,,,,,,,,
157,9,2,2024,1310.375,242.709,0.002,197.986,123.457,197.986,48.281,36.967,53.312,24.000,,,,,,,,,,,,
156,10,2,2024,0.000,0.000,436.506,0.000,37.733,37.733,28.580,18.033,8.041,24.000,,,,,,,,,,,,
155,11,2,2024,0.000,0.001,404.228,0.000,34.364,34.364,19.534,16.579,5.387,24.000,,,,,,,,,,,,
154,12,2,2024,1196.373,210.508,0.000,166.910,93.875,166.910,43.411,45.256,35.389,24.000,,,,,,,,,,,,
153,13,2,2024,1362.632,248.583,0.000,183.285,107.190,183.285,63.752,56.305,43.869,24.000,,,,,,,,,,,,
152,14,2,2024,1016.332,233.034,0.000,145.816,103.907,145.816,38.072,48.755,41.414,24.000,,,,,,,,,,,,
151,15,2,2024,1388.429,216.895,0.000,194.227,112.204,194.227,50.429,50.493,55.505,24.000,,,,,,,,,,,,
150,16,2,2024,1372.394,217.597,0.003,174.647,129.965,174.647,76.474,28.731,49.379,24.000,,,,,,,,,,,,
149,17,2,2024,0.000,0.000,281.735,0.000,38.679,35.791,38.679,25.048,10.015,16.600,,,,,,,,,,,,
148,18,2,2024,0.000,0.002,639.610,0.000,59.642,59.642,24.840,22.634,5.360,24.000,,,,,,,,,,,,
147,19,2,2024,1461.552,242.601,0.000,195.624,130.055,195.624,42.336,48.005,51.355,24.000,,,,,,,,,,,,
146,20,2,2024,1623.209,266.500,0.000,202.310,145.509,202.310,71.732,47.142,58.442,24.000,,,,,,,,,,,,
145,21,2,2024,1407.541,292.955,0.000,183.869,145.803,183.869,74.166,64.618,51.735,24.000,,,,,,,,,,,,
144,22,2,2024,1474.319,331.372,0.000,203.827,138.409,203.827,55.264,73.171,50.907,24.000,,,,,,,,,,,,
143,23,2,2024,1318.138,272.452,0.003,165.469,119.529,165.469,76.877,48.633,48.017,24.000,,,,,,,,,,,,
142,24,2,2024,0.000,0.000,346.372,0.000,22.426,22.426,15.497,21.375,5.726,24.000,,,,,,,,,,,,
141,25,2,2024,0.000,0.002,498.982,0.000,49.462,49.462,20.366,17.397,10.878,24.000,,,,,,,,,,,,
140,26,2,2024,374.500,138.645,0.000,56.198,18.806,56.198,28.447,18.598,11.891,24.000,,,,,,,,,,,,
139,27,2,2024,1766.225,370.314,0.000,216.978,145.851,216.978,67.782,99.769,56.504,24.000,,,,,,,,,,,,
138,28,2,2024,1230.685,258.656,0.000,203.129,130.908,203.129,54.220,49.246,61.514,24.000,,,,,,,,,,,,
137,29,2,2024,1408.329,272.910,0.000,199.322,135.321,199.322,67.514,52.893,59.021,24.000,,,,,,,,,,,,
136,1,3,2024,1536.874,259.484,0.003,208.129,158.841,208.129,73.292,58.772,49.644,24.000,,,,,,,,,,,,
135,2,3,2024,0.000,0.000,519.174,0.000,55.609,55.609,27.200,17.859,13.371,24.000,,,,,,,,,,,,
134,3,3,2024,0.000,0.001,568.282,0.000,54.111,54.111,25.163,14.555,10.692,24.000,,,,,,,,,,,,
133,4,3,2024,1927.872,329.302,0.000,258.187,183.529,258.187,87.230,82.609,67.503,24.000,,,,,,,,,,,,
132,5,3,2024,1799.852,290.102,0.000,239.513,144.734,239.513,83.365,58.958,65.981,24.000,,,,,,,,,,,,
131,6,3,2024,1594.702,271.089,0.000,209.623,160.273,209.623,67.790,75.549,57.428,24.000,,,,,,,,,,,,
130,7,3,2024,1784.593,256.400,0.000,241.923,161.500,241.923,82.902,39.412,67.490,24.000,,,,,,,,,,,,
129,8,3,2024,1626.635,262.787,0.003,221.385,139.545,221.385,67.590,47.336,60.048,24.000,,,,,,,,,,,,
128,9,3,2024,0.000,0.000,576.046,0.000,69.494,69.494,16.665,16.296,15.554,24.000,,,,,,,,,,,,
127,10,3,2024,0.000,0.002,686.109,0.000,66.120,66.120,30.426,25.161,14.224,24.000,,,,,,,,,,,,
126,11,3,2024,1456.446,265.890,0.000,220.728,131.499,220.728,40.526,47.034,65.993,24.000,,,,,,,,,,,,
125,12,3,2024,1427.894,294.488,0.000,183.239,144.551,183.239,64.030,41.976,59.871,24.000,,,,,,,,,,,,
124,13,3,2024,1347.439,226.860,0.000,217.392,138.638,217.392,73.506,45.818,55.464,24.000,,,,,,,,,,,,
123,14,3,2024,1502.886,230.819,0.000,193.968,119.099,193.968,84.501,34.820,52.977,24.000,,,,,,,,,,,,
122,15,3,2024,1517.220,270.683,0.002,215.722,144.009,215.722,60.570,38.164,60.700,24.000,,,,,,,,,,,,
121,16,3,2024,0.000,0.000,500.075,0.000,33.879,33.879,26.352,22.113,4.475,24.000,,,,,,,,,,,,
120,17,3,2024,0.000,0.003,628.404,0.000,47.414,47.414,35.640,29.852,4.447,24.000,,,,,,,,,,,,
119,18,3,2024,1348.316,253.477,0.000,187.485,94.804,187.485,58.781,36.003,53.208,24.000,,,,,,,,,,,,
118,19,3,2024,1308.388,232.558,0.000,159.558,114.689,159.558,65.770,35.688,46.103,24.000,,,,,,,,,,,,
117,20,3,2024,825.966,214.276,0.000,115.762,74.527,115.762,48.393,36.412,27.616,24.000,,,,,,,,,,,,
116,21,3,2024,872.361,190.223,0.000,129.321,69.449,129.321,44.031,32.494,36.939,24.000,,,,,,,,,,,,
115,22,3,2024,1032.811,234.571,0.002,143.089,85.235,143.089,30.349,43.696,42.299,24.000,,,,,,,,,,,,
114,23,3,2024,0.000,0.000,405.672,0.000,43.658,43.658,25.384,18.245,12.264,24.000,,,,,,,,,,,,
113,24,3,2024,0.000,0.004,579.085,0.000,58.999,58.999,22.870,17.804,14.481,24.000,,,,,,,,,,,,
112,25,3,2024,1427.600,272.580,0.000,181.889,118.450,181.889,54.142,73.601,48.225,24.000,,,,,,,,,,,,
111,26,3,2024,1101.194,209.281,0.000,145.755,86.497,145.755,41.737,43.523,45.401,24.000,,,,,,,,,,,,
110,27,3,2024,853.063,218.759,0.000,109.167,69.383,109.167,35.242,39.679,32.619,24.000,,,,,,,,,,,,
109,28,3,2024,799.804,173.628,0.000,102.945,53.296,102.945,24.954,26.092,30.132,24.000,,,,,,,,,,,,
108,29,3,2024,718.805,173.634,0.003,90.133,56.529,90.133,26.571,18.869,28.694,24.000,,,,,,,,,,,,
107,30,3,2024,0.000,0.000,552.740,0.000,46.122,46.122,36.808,23.461,10.397,24.000,,,,,,,,,,,,
106,31,3,2024,0.000,0.003,535.605,0.000,31.697,31.697,25.517,27.738,6.934,24.000,,,,,,,,,,,,
105,1,4,2024,805.882,253.219,0.000,98.931,68.027,98.931,32.600,46.593,26.877,24.000,,,,,,,,,,,,
104,2,4,2024,451.828,177.091,0.000,64.056,28.569,64.056,25.247,28.569,12.451,24.000,,,,,,,,,,,,
103,3,4,2024,647.874,231.061,0.000,97.717,59.448,97.717,21.903,27.024,28.470,24.000,,,,,,,,,,,,
102,4,4,2024,817.867,189.540,0.000,104.520,70.197,104.520,26.070,35.823,26.233,24.000,,,,,,,,,,,,
101,5,4,2024,826.356,176.168,0.003,109.200,76.258,109.200,15.626,22.246,28.699,24.000,,,,,,,,,,,,
100,6,4,2024,0.000,0.000,490.201,0.000,34.527,34.527,26.849,24.349,5.162,24.000,,,,,,,,,,,,
99,7,4,2024,0.000,0.001,382.959,0.000,22.252,22.252,16.571,18.741,3.451,24.000,,,,,,,,,,,,
98,8,4,2024,343.981,153.257,0.000,46.952,22.450,46.952,35.058,22.450,12.417,24.000,,,,,,,,,,,,
97,9,4,2024,649.106,178.953,0.000,77.721,48.994,77.721,32.565,27.087,23.511,24.000,,,,,,,,,,,,
96,10,4,2024,470.729,140.418,0.000,66.306,34.336,66.306,35.362,15.969,13.383,24.000,,,,,,,,,,,,
95,11,4,2024,530.964,134.711,0.000,71.297,41.494,71.297,22.037,15.970,17.769,24.000,,,,,,,,,,,,
94,12,4,2024,244.784,132.760,0.001,33.803,16.201,33.803,29.817,17.355,8.522,24.000,,,,,,,,,,,,
93,13,4,2024,0.000,0.000,311.085,0.000,26.945,26.945,17.639,14.580,6.479,24.000,,,,,,,,,,,,
92,14,4,2024,0.000,0.000,387.462,0.000,30.179,30.179,27.328,14.653,6.268,24.000,,,,,,,,,,,,
91,15,4,2024,0.000,0.001,358.795,0.000,23.073,23.014,23.073,16.675,3.263,24.000,,,,,,,,,,,,
90,16,4,2024,247.556,147.469,0.000,31.542,17.138,31.542,17.303,17.138,7.080,24.000,,,,,,,,,,,,
89,17,4,2024,917.946,166.211,0.000,112.053,51.935,112.053,44.521,28.018,29.590,24.000,,,,,,,,,,,,
88,18,4,2024,1058.758,260.175,0.000,140.202,133.569,140.202,52.696,48.825,41.958,24.000,,,,,,,,,,,,
87,19,4,2024,772.394,195.863,0.002,96.766,75.595,96.766,19.569,29.751,29.045,24.000,,,,,,,,,,,,
86,20,4,2024,0.000,0.000,322.504,0.000,23.455,23.455,13.639,21.618,4.653,24.000,,,,,,,,,,,,
85,21,4,2024,0.000,0.002,582.599,0.000,52.456,52.456,16.715,21.295,14.066,24.000,,,,,,,,,,,,
84,22,4,2024,1134.036,217.494,0.000,139.393,76.076,139.393,64.354,38.610,47.773,24.000,,,,,,,,,,,,
83,23,4,2024,1361.624,179.557,0.000,180.183,86.013,180.183,54.531,19.749,62.364,24.000,,,,,,,,,,,,
82,24,4,2024,1329.222,211.809,0.000,182.412,88.981,182.412,52.145,39.456,61.380,24.000,,,,,,,,,,,,
81,25,4,2024,1535.437,226.011,0.000,202.558,135.486,202.558,51.944,37.423,52.307,24.000,,,,,,,,,,,,
80,26,4,2024,1153.416,209.550,0.002,183.849,92.607,183.849,38.365,46.341,61.028,24.000,,,,,,,,,,,,
79,27,4,2024,0.000,0.000,418.358,0.000,37.835,37.835,17.617,19.289,7.029,24.000,,,,,,,,,,,,
78,28,4,2024,0.000,0.002,397.779,0.000,38.840,38.840,20.046,20.328,9.473,24.000,,,,,,,,,,,,
77,29,4,2024,930.150,169.234,0.000,124.485,66.501,124.485,49.605,22.555,37.542,24.000,,,,,,,,,,,,
76,30,4,2024,1124.245,304.542,0.002,148.342,98.552,148.342,37.279,58.409,43.924,24.000,,,,,,,,,,,,
75,1,5,2024,0.000,0.001,1780.656,0.000,194.654,194.654,59.009,34.023,51.491,24.000,,,,,,,,,,,,
74,2,5,2024,1413.979,211.654,0.000,186.728,112.443,186.728,36.556,34.280,60.021,24.000,,,,,,,,,,,,
73,3,5,2024,1148.168,243.487,0.002,137.484,96.762,137.484,70.971,38.102,38.623,24.000,,,,,,,,,,,,
