rec,date,month,year,kwh_on,kwh_off,kwh_hol,tou_on,tou_off,tod_par,tod_on,tod_off,kvar_peak,run_hour,,,,,,,,,,,,
228,7,2,2023,1493.959,159.563,0.000,197.073,33.785,197.073,116.808,40.431,51.443,24.000,,,,,,,,,,,,
227,8,2,2023,1096.634,169.820,0.000,131.340,27.994,131.340,78.176,36.487,34.929,24.000,,,,,,,,,,,,
226,9,2,2023,1487.720,171.930,0.000,192.632,30.752,192.632,100.230,32.282,49.379,24.000,,,,,,,,,,,,
225,10,2,2023,1360.158,117.470,0.002,174.007,25.921,174.007,100.464,26.584,49.342,24.000,,,,,,,,,,,,
224,11,2,2023,0.000,0.000,500.985,0.000,54.011,54.011,19.460,21.395,15.567,24.000,,,,,,,,,,,,
223,12,2,2023,0.000,0.003,480.598,0.000,41.529,41.529,28.977,28.064,5.626,24.000,,,,,,,,,,,,
222,13,2,2023,1518.127,139.259,0.000,209.276,26.878,209.276,114.432,27.347,57.105,24.000,,,,,,,,,,,,
221,14,2,2023,1644.567,131.374,0.000,194.729,21.395,194.729,135.758,36.089,53.053,24.000,,,,,,,,,,,,
220,15,2,2023,749.722,125.273,0.000,109.896,23.664,109.896,53.253,29.024,24.629,24.000,,,,,,,,,,,,
219,16,2,2023,1098.231,129.401,0.000,152.350,27.236,152.350,73.536,29.389,36.388,24.000,,,,,,,,,,,,
218,17,2,2023,914.905,128.620,0.001,126.298,17.055,126.298,70.872,19.399,32.234,24.000,,,,,,,,,,,,
217,18,2,2023,0.000,0.000,455.467,0.000,47.818,47.818,20.978,18.683,11.360,24.000,,,,,,,,,,,,
216,19,2,2023,0.000,0.002,491.216,0.000,43.974,43.974,31.476,21.003,5.113,24.000,,,,,,,,,,,,
215,20,2,2023,1161.849,147.822,0.000,167.661,23.326,167.661,79.986,26.531,41.575,24.000,,,,,,,,,,,,
214,21,2,2023,1383.785,146.777,0.000,183.729,32.635,183.729,101.113,35.616,48.576,24.000,,,,,,,,,,,,
213,22,2,2023,876.934,129.339,0.000,112.816,23.368,112.816,60.983,24.365,31.558,24.000,,,,,,,,,,,,
212,23,2,2023,1435.332,150.570,0.000,185.155,43.412,185.155,94.753,45.141,47.242,24.000,,,,,,,,,,,,
211,24,2,2023,1449.086,162.729,0.002,180.216,32.719,180.216,93.496,40.853,53.506,24.000,,,,,,,,,,,,
210,25,2,2023,0.000,0.000,585.803,0.000,63.622,63.622,23.022,12.972,15.954,24.000,,,,,,,,,,,,
209,26,2,2023,0.000,0.002,427.428,0.000,39.756,39.756,22.177,16.093,5.744,24.000,,,,,,,,,,,,
208,27,2,2023,1022.605,125.303,0.000,132.642,13.949,132.642,73.452,14.438,29.435,24.000,,,,,,,,,,,,
207,28,2,2023,1062.548,135.804,0.000,131.660,32.519,131.660,86.023,35.996,29.199,24.000,,,,,,,,,,,,
206,1,3,2023,959.141,135.336,0.000,106.156,27.456,106.156,72.260,33.432,23.399,24.000,,,,,,,,,,,,
205,2,3,2023,1401.707,159.126,0.000,170.211,35.777,170.211,91.372,45.006,47.190,24.000,,,,,,,,,,,,
204,3,3,2023,1183.814,140.905,0.001,148.927,22.686,148.927,70.326,27.529,43.466,24.000,,,,,,,,,,,,
203,4,3,2023,0.000,0.000,540.159,0.000,59.068,59.068,23.102,15.838,15.237,24.000,,,,,,,,,,,,
202,5,3,2023,0.000,0.002,308.948,0.000,22.197,22.197,18.945,13.208,5.166,24.000,,,,,,,,,,,,
201,6,3,2023,185.748,131.487,0.000,22.321,17.122,17.555,22.321,20.031,4.401,24.000,,,,,,,,,,,,
200,7,3,2023,1520.408,132.336,0.000,204.740,28.871,204.740,140.575,30.284,52.000,24.000,,,,,,,,,,,,
199,8,3,2023,1248.878,150.234,0.000,154.698,27.338,154.698,102.866,27.338,45.623,24.000,,,,,,,,,,,,
198,9,3,2023,1417.697,163.288,0.000,186.208,29.461,186.208,101.783,29.461,52.869,24.000,,,,,,,,,,,,
197,10,3,2023,1130.776,150.056,0.002,145.341,25.352,145.341,73.730,25.936,45.308,24.000,,,,,,,,,,,,
196,11,3,2023,0.000,0.000,513.707,0.000,38.548,36.791,38.548,27.342,6.800,24.000,,,,,,,,,,,,
195,12,3,2023,0.000,0.000,493.547,0.000,44.174,44.174,28.208,19.507,5.267,24.000,,,,,,,,,,,,
194,13,3,2023,1115.384,146.506,0.000,171.016,27.693,171.016,67.818,28.572,44.877,24.000,,,,,,,,,,,,
193,14,3,2023,885.931,138.295,0.000,126.721,32.667,126.721,51.169,32.667,40.839,24.000,,,,,,,,,,,,
192,15,3,2023,993.906,153.191,0.000,118.301,28.641,118.301,74.606,35.489,33.943,24.000,,,,,,,,,,,,
191,16,3,2023,1119.010,164.531,0.000,132.728,30.168,132.728,87.773,37.701,34.823,24.000,,,,,,,,,,,,
190,17,3,2023,1146.717,136.810,0.002,165.401,22.061,165.401,53.038,22.061,52.910,24.000,,,,,,,,,,,,
189,18,3,2023,0.000,0.000,321.282,0.000,30.696,30.696,19.276,17.628,7.471,24.000,,,,,,,,,,,,
188,19,3,2023,0.000,0.003,335.999,0.000,28.617,25.483,28.617,17.467,4.102,24.000,,,,,,,,,,,,
187,20,3,2023,1222.276,137.446,0.000,146.746,18.410,146.746,98.239,22.169,47.444,24.000,,,,,,,,,,,,
186,21,3,2023,969.626,150.853,0.000,112.495,31.163,112.495,80.430,32.497,33.259,24.000,,,,,,,,,,,,
185,22,3,2023,968.041,150.063,0.000,113.618,26.038,113.618,85.630,39.342,32.789,24.000,,,,,,,,,,,,
184,23,3,2023,1235.289,163.805,0.000,139.806,34.435,139.806,98.886,39.078,44.594,24.000,,,,,,,,,,,,
183,24,3,2023,779.232,182.524,0.003,89.853,25.520,89.853,73.560,25.319,26.155,24.000,,,,,,,,,,,,
182,25,3,2023,0.000,0.000,480.266,0.000,48.653,48.653,35.339,23.623,12.349,24.000,,,,,,,,,,,,
181,26,3,2023,0.000,0.003,399.928,0.000,33.363,33.363,31.674,18.249,5.805,24.000,,,,,,,,,,,,
180,27,3,2023,1001.352,154.055,0.000,110.605,22.526,110.605,82.276,27.574,35.159,24.000,,,,,,,,,,,,
179,28,3,2023,959.603,158.098,0.000,106.214,29.162,106.214,79.889,33.832,30.919,24.000,,,,,,,,,,,,
178,29,3,2023,908.507,155.791,0.000,113.207,25.687,113.207,66.018,29.836,27.586,24.000,,,,,,,,,,,,
177,30,3,2023,900.350,141.620,0.000,99.518,23.529,99.518,74.710,27.258,30.828,24.000,,,,,,,,,,,,
176,31,3,2023,912.602,144.521,0.003,109.348,23.388,109.348,63.543,23.997,32.804,24.000,,,,,,,,,,,,
175,1,4,2023,0.000,0.000,517.416,0.000,46.130,46.130,36.736,27.874,10.466,24.000,,,,,,,,,,,,
174,2,4,2023,0.000,0.003,457.475,0.000,43.067,43.067,39.647,14.886,11.452,24.000,,,,,,,,,,,,
173,3,4,2023,429.819,151.681,0.000,48.089,22.420,48.089,39.791,19.820,8.576,24.000,,,,,,,,,,,,
172,4,4,2023,355.951,118.493,0.000,41.498,16.561,41.498,32.541,16.561,5.852,24.000,,,,,,,,,,,,
171,5,4,2023,349.360,110.897,0.002,40.301,16.960,40.301,26.207,19.677,9.540,24.000,,,,,,,,,,,,
170,6,4,2023,0.000,0.000,517.462,0.000,42.949,42.794,42.949,30.586,11.622,24.000,,,,,,,,,,,,
169,7,4,2023,768.993,138.459,0.002,89.670,19.125,89.670,62.501,20.158,26.524,24.000,,,,,,,,,,,,
168,8,4,2023,0.000,0.000,353.645,0.000,26.168,26.168,21.903,21.293,5.417,24.000,,,,,,,,,,,,
167,9,4,2023,0.000,0.001,384.438,0.000,39.432,39.432,24.895,14.835,8.692,24.000,,,,,,,,,,,,
166,10,4,2023,915.062,143.534,0.000,104.562,19.959,104.562,98.674,19.959,31.635,24.000,,,,,,,,,,,,
165,11,4,2023,1101.474,172.351,0.000,132.300,29.638,132.300,111.406,35.615,33.234,24.000,,,,,,,,,,,,
164,12,4,2023,992.849,206.677,0.003,128.046,37.914,128.046,74.560,37.914,30.437,23.900,,,,,,,,,,,,
163,13,4,2023,0.000,0.000,521.385,0.000,37.642,37.642,28.578,28.139,5.302,24.000,,,,,,,,,,,,
162,14,4,2023,0.000,0.000,508.120,0.000,39.502,37.114,39.502,25.591,7.351,24.000,,,,,,,,,,,,
161,15,4,2023,0.000,0.000,605.233,0.000,49.331,49.331,43.760,27.907,9.159,24.000,,,,,,,,,,,,
160,16,4,2023,0.000,0.003,467.701,0.000,28.107,26.869,28.107,23.779,4.500,24.000,,,,,,,,,,,,
159,17,4,2023,347.935,183.915,0.000,37.891,24.784,37.891,35.031,30.407,5.370,24.000,,,,,,,,,,,,
158,18,4,2023,1166.639,190.469,0.000,139.684,27.454,139.684,77.227,34.885,36.357,24.000,,,,,,,,,,,,
157,19,4,2023,1252.218,163.573,0.000,187.807,26.187,187.807,95.020,33.445,51.854,24.000,,,,,,,,,,,,
156,20,4,2023,1297.137,175.668,0.000,161.547,44.195,161.547,103.152,50.097,39.880,24.000,,,,,,,,,,,,
155,21,4,2023,770.908,159.679,0.003,105.434,24.861,105.434,53.722,28.762,30.227,24.000,,,,,,,,,,,,
154,22,4,2023,0.000,0.000,612.642,0.000,58.852,58.852,27.989,19.192,15.858,24.000,,,,,,,,,,,,
153,23,4,2023,0.000,0.003,371.284,0.000,44.043,30.618,44.043,21.636,13.959,24.000,,,,,,,,,,,,
152,24,4,2023,1183.905,166.171,0.000,154.583,31.043,154.583,78.683,32.972,45.543,24.000,,,,,,,,,,,,
151,25,4,2023,1088.522,154.939,0.000,136.607,26.557,136.607,74.515,33.532,37.853,24.000,,,,,,,,,,,,
150,26,4,2023,743.374,130.711,0.000,95.038,14.163,95.038,56.754,17.662,30.484,24.000,,,,,,,,,,,,
149,27,4,2023,717.087,123.447,0.000,95.634,13.204,95.634,55.193,15.940,25.195,24.000,,,,,,,,,,,,
148,28,4,2023,705.952,124.693,0.001,104.440,15.258,104.440,39.614,22.605,26.409,24.000,,,,,,,,,,,,
147,29,4,2023,0.000,0.000,448.429,0.000,44.538,44.538,21.066,13.684,10.060,24.000,,,,,,,,,,,,
146,30,4,2023,0.000,0.000,321.567,0.000,20.144,20.144,19.751,13.742,4.698,24.000,,,,,,,,,,,,
145,1,5,2023,0.000,0.003,1370.960,0.000,159.288,159.288,80.470,29.267,50.969,24.000,,,,,,,,,,,,
144,2,5,2023,1173.418,208.282,0.000,142.704,36.959,142.704,78.693,36.959,43.310,24.000,,,,,,,,,,,,
143,3,5,2023,993.562,151.856,0.000,135.201,25.977,135.201,73.176,25.977,30.297,24.000,,,,,,,,,,,,
142,4,5,2023,234.336,152.918,0.000,30.282,20.890,23.841,30.282,21.323,5.471,24.000,,,,,,,,,,,,
141,5,5,2023,302.241,145.564,0.003,38.162,20.021,38.162,26.294,20.430,4.169,24.000,,,,,,,,,,,,
140,6,5,2023,0.000,0.000,619.605,0.000,54.323,54.323,41.516,21.142,16.289,24.000,,,,,,,,,,,,
139,7,5,2023,0.000,0.002,454.884,0.000,40.423,40.423,35.205,22.460,7.448,24.000,,,,,,,,,,,,
138,8,5,2023,1254.308,139.959,0.000,163.559,14.742,163.559,93.910,18.916,48.230,24.000,,,,,,,,,,,,
137,9,5,2023,1102.965,150.132,0.000,137.210,25.487,137.210,86.850,37.140,41.961,24.000,,,,,,,,,,,,
136,10,5,2023,1176.996,181.150,0.000,157.477,29.036,157.477,105.770,29.036,50.644,24.000,,,,,,,,,,,,
135,11,5,2023,969.421,170.598,0.000,136.130,35.945,136.130,70.649,35.945,42.927,24.000,,,,,,,,,,,,
134,12,5,2023,1021.592,165.083,0.001,132.450,31.264,132.450,57.903,31.264,35.914,24.000,,,,,,,,,,,,
133,13,5,2023,0.000,0.000,563.936,0.000,58.189,58.189,28.666,22.548,15.656,24.000,,,,,,,,,,,,
132,14,5,2023,0.000,0.001,331.986,0.000,30.389,24.150,30.389,19.254,5.911,24.000,,,,,,,,,,,,
131,15,5,2023,1306.923,142.931,0.000,167.460,22.028,167.460,95.547,22.153,53.920,24.000,,,,,,,,,,,,
130,16,5,2023,1280.963,152.939,0.000,157.616,29.055,157.616,96.564,36.687,51.012,24.000,,,,,,,,,,,,
129,17,5,2023,397.866,152.545,0.000,51.627,23.558,51.627,39.514,29.662,14.236,24.000,,,,,,,,,,,,
128,18,5,2023,1260.003,162.472,0.000,161.672,31.871,161.672,94.010,32.425,44.457,24.000,,,,,,,,,,,,
127,19,5,2023,1035.600,161.836,0.002,134.333,21.684,134.333,78.958,27.306,35.749,24.000,,,,,,,,,,,,
126,20,5,2023,0.000,0.000,546.847,0.000,55.477,55.477,26.836,19.613,16.971,24.000,,,,,,,,,,,,
125,21,5,2023,0.000,0.000,804.861,0.000,106.399,106.399,59.468,21.351,24.735,24.000,,,,,,,,,,,,
124,22,5,2023,1344.354,157.501,0.000,182.230,26.292,182.230,90.231,41.999,56.169,24.000,,,,,,,,,,,,
123,23,5,2023,1256.818,156.747,0.000,157.815,35.522,157.815,96.975,35.522,41.083,24.000,,,,,,,,,,,,
122,24,5,2023,994.801,170.492,0.000,116.274,35.178,116.274,79.531,36.968,29.952,24.000,,,,,,,,,,,,
121,25,5,2023,1121.505,219.438,0.000,133.895,30.597,133.895,89.820,32.220,41.807,24.000,,,,,,,,,,,,
120,26,5,2023,963.263,136.803,0.001,125.026,20.190,125.026,69.242,24.459,35.029,24.000,,,,,,,,,,,,
119,27,5,2023,0.000,0.000,379.539,0.000,31.887,31.887,26.901,17.013,5.695,24.000,,,,,,,,,,,,
118,28,5,2023,0.000,0.002,360.605,0.000,32.029,32.029,26.977,20.528,5.690,24.000,,,,,,,,,,,,
117,29,5,2023,1021.670,140.904,0.000,131.794,22.359,131.794,69.239,22.359,41.141,24.000,,,,,,,,,,,,
116,30,5,2023,963.946,147.302,0.000,119.722,29.664,119.722,76.521,31.620,32.624,24.000,,,,,,,,,,,,
115,31,5,2023,959.377,148.321,0.000,110.640,29.714,110.640,83.322,30.458,31.002,24.000,,,,,,,,,,,,
114,1,6,2023,1077.934,152.507,0.000,130.124,26.046,130.124,88.371,30.063,36.347,24.000,,,,,,,,,,,,
113,2,6,2023,926.799,189.049,0.002,115.866,27.098,115.866,75.224,38.409,29.293,24.000,,,,,,,,,,,,
112,3,6,2023,0.000,0.000,423.349,0.000,37.475,37.475,26.447,22.433,7.460,24.000,,,,,,,,,,,,
111,4,6,2023,0.000,0.002,546.294,0.000,67.418,67.418,43.836,25.779,10.645,24.000,,,,,,,,,,,,
110,5,6,2023,286.644,148.759,0.000,35.509,21.417,29.944,35.509,22.686,4.411,24.000,,,,,,,,,,,,
109,6,6,2023,1096.166,145.386,0.000,150.459,18.158,150.459,71.020,19.278,45.391,24.000,,,,,,,,,,,,
108,7,6,2023,1021.671,146.875,0.000,131.226,29.163,131.226,77.121,34.979,37.080,24.000,,,,,,,,,,,,
107,8,6,2023,879.862,144.366,0.000,109.940,22.678,109.940,56.941,25.736,32.808,24.000,,,,,,,,,,,,
106,9,6,2023,793.216,137.888,0.002,105.156,17.889,105.156,53.806,19.484,28.655,24.000,,,,,,,,,,,,
105,10,6,2023,0.000,0.000,270.779,0.000,19.433,15.385,19.433,14.192,4.706,24.000,,,,,,,,,,,,
104,11,6,2023,0.000,0.002,262.697,0.000,20.522,20.522,16.207,11.271,5.461,24.000,,,,,,,,,,,,
103,12,6,2023,1123.175,121.992,0.000,155.536,33.733,155.536,82.804,34.247,42.823,24.000,,,,,,,,,,,,
102,13,6,2023,942.126,121.954,0.000,137.028,22.911,137.028,73.686,24.142,35.762,24.000,,,,,,,,,,,,
101,14,6,2023,1063.693,157.300,0.000,126.005,28.447,126.005,88.506,42.082,34.374,24.000,,,,,,,,,,,,
100,15,6,2023,798.442,171.874,0.000,106.986,30.777,106.986,56.402,31.273,26.205,24.000,,,,,,,,,,,,
99,16,6,2023,761.864,145.019,0.001,96.702,27.080,96.702,52.096,31.279,29.392,24.000,,,,,,,,,,,,
98,17,6,2023,0.000,0.000,534.971,0.000,42.860,42.860,42.384,33.638,8.666,24.000,,,,,,,,,,,,
97,18,6,2023,0.000,0.002,565.268,0.000,62.079,62.079,41.372,22.003,17.668,24.000,,,,,,,,,,,,
96,19,6,2023,1104.637,141.190,0.000,133.788,22.482,133.788,82.490,28.123,39.942,24.000,,,,,,,,,,,,
95,20,6,2023,1058.913,174.742,0.000,128.531,33.020,128.531,67.349,35.420,38.863,24.000,,,,,,,,,,,,
94,21,6,2023,1003.587,145.518,0.000,121.764,17.948,121.764,78.100,19.182,29.648,24.000,,,,,,,,,,,,
93,22,6,2023,932.208,174.288,0.000,111.399,24.497,111.399,75.757,24.497,28.207,24.000,,,,,,,,,,,,
92,23,6,2023,1004.412,139.707,0.001,138.479,16.599,138.479,68.197,17.221,39.549,24.000,,,,,,,,,,,,
91,24,6,2023,0.000,0.000,453.977,0.000,35.656,32.961,35.656,34.492,5.121,24.000,,,,,,,,,,,,
90,25,6,2023,0.000,0.003,656.511,0.000,61.318,61.318,57.180,25.554,14.698,24.000,,,,,,,,,,,,
89,26,6,2023,1267.326,152.861,0.000,161.238,23.072,161.238,119.947,25.079,40.053,24.000,,,,,,,,,,,,
88,27,6,2023,985.591,177.277,0.000,125.244,39.869,125.244,76.282,39.869,32.112,24.000,,,,,,,,,,,,
87,28,6,2023,956.077,159.117,0.000,117.341,30.164,117.341,90.800,33.387,29.538,24.000,,,,,,,,,,,,
86,29,6,2023,1198.586,175.855,0.000,167.238,31.299,167.238,109.971,31.299,43.458,24.000,,,,,,,,,,,,
85,30,6,2023,995.853,168.332,0.001,119.403,29.848,119.403,85.470,30.228,34.704,24.000,,,,,,,,,,,,
84,1,7,2023,0.000,0.000,732.345,0.000,70.355,70.355,52.802,33.519,19.172,24.000,,,,,,,,,,,,
83,2,7,2023,0.000,0.002,1033.003,0.000,106.841,106.841,63.298,27.106,25.740,24.000,,,,,,,,,,,,
82,3,7,2023,1733.971,173.040,0.000,232.843,28.821,232.843,108.835,42.793,69.343,24.000,,,,,,,,,,,,
81,4,7,2023,1791.697,168.685,0.000,237.652,39.231,237.652,112.130,52.566,64.588,24.000,,,,,,,,,,,,
80,5,7,2023,1020.366,199.880,0.000,149.809,35.605,149.809,63.795,29.893,44.891,24.000,,,,,,,,,,,,
79,6,7,2023,1649.223,150.464,0.000,212.868,30.778,212.868,85.420,46.304,56.545,24.000,,,,,,,,,,,,
78,7,7,2023,1392.663,157.337,0.004,168.846,43.849,168.846,95.887,62.409,49.638,24.000,,,,,,,,,,,,
77,8,7,2023,0.000,0.000,779.800,0.000,67.645,67.645,51.762,33.663,17.112,24.000,,,,,,,,,,,,
76,9,7,2023,0.000,0.003,726.288,0.000,70.453,70.453,58.399,22.529,16.437,24.000,,,,,,,,,,,,
75,10,7,2023,1353.117,162.755,0.000,165.135,30.323,165.135,93.173,44.784,46.835,24.000,,,,,,,,,,,,
74,11,7,2023,1638.778,216.878,0.000,204.565,34.007,204.565,113.124,62.991,51.741,24.000,,,,,,,,,,,,
73,12,7,2023,1540.768,153.960,0.000,217.256,31.056,217.256,115.357,39.453,57.678,24.000,,,,,,,,,,,,
72,13,7,2023,1472.614,168.659,0.000,179.023,37.827,179.023,101.734,40.391,50.456,24.000,,,,,,,,,,,,
71,14,7,2023,1523.033,195.463,0.003,189.898,32.162,189.898,113.127,35.142,58.245,24.000,,,,,,,,,,,,
70,15,7,2023,0.000,0.000,674.431,0.000,59.948,59.948,55.996,31.745,11.429,24.000,,,,,,,,,,,,
69,16,7,2023,0.000,0.003,953.624,0.000,111.245,111.245,59.784,20.855,27.448,24.000,,,,,,,,,,,,
68,17,7,2023,1770.923,186.149,0.000,220.982,43.957,220.982,138.423,48.681,65.653,24.000,,,,,,,,,,,,
67,18,7,2023,1969.740,194.012,0.000,241.378,52.361,241.378,145.204,61.325,66.068,24.000,,,,,,,,,,,,
66,19,7,2023,1440.898,225.268,0.000,194.343,54.454,194.343,87.289,54.454,43.823,24.000,,,,,,,,,,,,
65,20,7,2023,1292.901,200.252,0.000,185.935,26.178,185.935,93.034,23.679,59.740,24.000,,,,,,,,,,,,
64,21,7,2023,1611.776,176.141,0.003,179.939,33.222,179.939,66.758,21.571,52.736,26.300,,,,,,,,,,,,
63,22,7,2023,0.000,0.000,602.985,0.000,53.855,53.855,33.330,23.350,10.224,24.000,,,,,,,,,,,,
62,23,7,2023,0.000,0.002,795.529,0.000,94.711,94.711,36.933,24.553,20.801,24.000,,,,,,,,,,,,
61,24,7,2023,1404.408,295.370,0.000,182.377,139.763,182.377,62.642,69.749,46.610,24.000,,,,,,,,,,,,
60,25,7,2023,1561.586,325.151,0.000,202.032,165.542,202.032,63.218,63.896,48.716,24.000,,,,,,,,,,,,
59,26,7,2023,1265.432,363.926,0.000,186.374,147.854,186.374,42.561,104.568,46.418,24.000,,,,,,,,,,,,
58,27,7,2023,1244.137,323.999,0.000,177.242,137.631,177.242,51.639,63.179,45.302,24.000,,,,,,,,,,,,
57,28,7,2023,217.118,139.919,0.002,43.073,19.841,43.073,30.793,15.872,10.105,24.000,,,,,,,,,,,,
56,29,7,2023,0.000,0.000,380.264,0.000,25.760,25.760,23.248,14.250,4.001,24.000,,,,,,,,,,,,
55,30,7,2023,0.000,0.002,546.897,0.000,59.607,59.607,19.754,23.126,16.109,24.000,,,,,,,,,,,,
54,31,7,2023,306.814,159.656,0.000,32.410,25.839,32.410,25.692,18.408,4.544,24.000,,,,,,,,,,,,
53,1,8,2023,195.213,129.131,0.000,19.087,14.600,18.990,19.087,18.554,4.757,24.000,,,,,,,,,,,,
52,2,8,2023,318.085,153.977,0.000,42.839,23.978,42.839,22.436,23.978,6.923,24.000,,,,,,,,,,,,
51,3,8,2023,1581.883,385.527,0.000,224.448,211.699,224.448,47.369,107.132,61.794,24.000,,,,,,,,,,,,
50,4,8,2023,1567.815,338.936,0.003,209.845,187.786,209.845,82.497,93.609,56.062,24.000,,,,,,,,,,,,
49,5,8,2023,0.000,0.000,688.546,0.000,75.648,75.648,25.590,15.580,17.870,24.000,,,,,,,,,,,,
48,6,8,2023,0.000,0.003,847.110,0.000,89.930,89.930,33.624,16.900,21.767,24.000,,,,,,,,,,,,
47,7,8,2023,1501.303,324.306,0.000,203.879,154.375,203.879,58.680,77.268,53.006,24.000,,,,,,,,,,,,
46,8,8,2023,1794.980,368.018,0.000,249.804,221.270,249.804,70.254,87.799,67.133,24.000,,,,,,,,,,,,
45,9,8,2023,1297.543,312.417,0.000,184.928,152.614,184.928,45.589,80.052,43.172,24.000,,,,,,,,,,,,
44,10,8,2023,1676.046,339.258,0.000,221.444,183.916,221.444,81.935,98.607,60.017,24.000,,,,,,,,,,,,
43,11,8,2023,1439.108,357.139,0.002,180.629,142.361,180.629,80.331,84.160,57.359,24.000,,,,,,,,,,,,
42,12,8,2023,0.000,0.000,561.583,0.000,47.222,47.222,39.765,19.608,10.590,24.000,,,,,,,,,,,,
41,13,8,2023,0.000,0.004,777.370,0.000,66.776,66.776,31.449,30.535,12.972,24.000,,,,,,,,,,,,
40,14,8,2023,379.525,213.834,0.000,40.355,26.997,40.355,27.409,21.669,5.966,24.000,,,,,,,,,,,,
39,15,8,2023,1824.485,436.802,0.000,263.023,230.660,263.023,72.798,111.425,66.944,24.000,,,,,,,,,,,,
38,16,8,2023,1450.347,391.552,0.000,261.030,190.698,261.030,57.181,102.761,70.558,24.000,,,,,,,,,,,,
37,17,8,2023,1685.058,377.662,0.000,238.972,193.715,238.972,57.504,79.977,62.152,24.000,,,,,,,,,,,,
36,18,8,2023,1496.361,341.349,0.002,217.263,173.844,217.263,65.192,88.064,53.843,24.000,,,,,,,,,,,,
35,19,8,2023,0.000,0.000,910.827,0.000,88.458,88.458,38.606,21.259,20.063,24.000,,,,,,,,,,,,
34,20,8,2023,0.000,0.003,858.595,0.000,92.420,92.420,31.380,27.925,23.823,24.000,,,,,,,,,,,,
33,21,8,2023,1583.532,338.524,0.000,225.273,169.897,225.273,76.225,86.903,59.635,24.000,,,,,,,,,,,,
32,22,8,2023,1574.171,332.808,0.000,209.564,190.867,209.564,53.221,69.106,60.424,24.000,,,,,,,,,,,,
31,23,8,2023,1248.980,319.817,0.000,205.640,167.032,205.640,52.034,69.942,52.568,24.000,,,,,,,,,,,,
30,24,8,2023,1375.813,326.474,0.000,194.940,166.459,194.940,40.609,77.056,48.278,24.000,,,,,,,,,,,,
29,25,8,2023,1329.467,320.495,0.003,183.452,144.616,183.452,74.398,59.373,44.330,24.000,,,,,,,,,,,,
28,26,8,2023,0.000,0.000,742.295,0.000,66.778,66.778,34.752,29.114,14.017,24.000,,,,,,,,,,,,
27,27,8,2023,0.000,0.002,712.031,0.000,65.059,65.059,33.840,21.481,11.282,24.000,,,,,,,,,,,,
26,28,8,2023,994.973,347.233,0.000,157.807,152.559,157.807,29.978,83.795,39.757,24.000,,,,,,,,,,,,
25,29,8,2023,1283.008,353.027,0.000,191.562,165.381,191.562,46.367,78.383,49.806,24.000,,,,,,,,,,,,
24,30,8,2023,937.382,335.843,0.000,157.586,164.166,164.166,40.383,105.675,41.687,24.000,,,,,,,,,,,,
23,31,8,2023,1297.546,313.870,0.000,198.394,158.336,198.394,36.835,79.404,56.404,24.000,,,,,,,,,,,,
22,1,9,2023,816.744,255.808,0.003,130.144,108.337,130.144,18.323,56.931,37.462,24.000,,,,,,,,,,,,
23,2,9,2023,0.000,0.000,227.040,0.000,30.280,30.280,20.761,16.060,6.260,16.900,,,,,,,,,,,,
22,3,9,2023,0.000,0.002,233.749,0.000,30.759,30.759,26.698,17.634,4.714,15.100,,,,,,,,,,,,
21,4,9,2023,1754.820,380.057,0.000,230.119,191.422,230.119,50.707,106.817,60.353,24.000,,,,,,,,,,,,
20,5,9,2023,1953.296,363.876,0.000,253.475,209.543,253.475,85.637,68.023,61.324,24.000,,,,,,,,,,,,
19,6,9,2023,1487.234,380.691,0.000,228.529,187.819,228.529,51.896,77.192,66.874,24.000,,,,,,,,,,,,
18,7,9,2023,1546.135,366.282,0.000,220.314,156.057,220.314,56.835,70.990,58.072,24.000,,,,,,,,,,,,
17,8,9,2023,1350.753,349.243,0.003,179.346,157.009,179.346,58.726,52.941,46.257,24.000,,,,,,,,,,,,
16,9,9,2023,0.000,0.000,225.959,0.000,36.880,36.880,33.007,16.377,4.975,15.300,,,,,,,,,,,,
15,10,9,2023,0.000,0.002,197.854,0.000,28.128,25.924,28.128,22.556,5.964,14.500,,,,,,,,,,,,
14,11,9,2023,1410.407,326.151,0.000,191.381,155.013,191.381,53.358,74.093,46.036,24.000,,,,,,,,,,,,
13,12,9,2023,1507.962,321.155,0.000,216.909,180.336,216.909,68.539,63.662,47.886,24.000,,,,,,,,,,,,
12,13,9,2023,1309.253,293.942,0.000,196.038,165.800,196.038,49.883,48.737,46.261,24.000,,,,,,,,,,,,
11,14,9,2023,1473.880,299.474,0.000,228.739,144.581,228.739,64.375,65.952,62.800,24.000,,,,,,,,,,,,
10,15,9,2023,1287.282,264.051,0.002,166.301,116.785,166.301,51.125,57.814,38.624,24.000,,,,,,,,,,,,
9,16,9,2023,0.000,0.000,286.449,0.000,27.410,27.410,19.015,22.419,4.862,18.200,,,,,,,,,,,,
8,17,9,2023,0.000,0.003,461.735,0.000,30.653,30.653,22.785,19.724,7.703,24.000,,,,,,,,,,,,
7,18,9,2023,1485.520,353.157,0.000,208.208,163.226,208.208,47.026,76.126,50.457,24.000,,,,,,,,,,,,
6,19,9,2023,1574.942,368.771,0.000,214.911,166.619,214.911,87.384,76.032,54.943,24.000,,,,,,,,,,,,
5,20,9,2023,1387.239,316.120,0.000,243.205,204.093,243.205,57.970,66.246,63.060,24.000,,,,,,,,,,,,
